ID,Condición del Inmueble,land_size,land_size_unit,total_area,total_area_unit,Latitud,Longitud,URL_FOR_REF
58559783,4000  m² Construido,641,m²,4000,m²,19.434019,-99.195601,https://www.inmuebles24.com/propiedades/edificio-en-venta-socrates-a-una-cuadra-de-masaryk-58559783.html
58389469,3   Recámaras,197,m²,197,m²,19.433935,-99.204866,https://www.inmuebles24.com/propiedades/venta-departamento-polanco-ciudad-de-mexico-58389469.html
59682905,2   Recámaras,118,m²,118,m²,19.341017,-99.190857,https://www.inmuebles24.com/propiedades/eleva-venta-san-angel-departamento-ciudad-de-59682905.html
59717672,2   Recámaras,92,m²,92,m²,19.341017,-99.190857,https://www.inmuebles24.com/propiedades/eleva-venta-san-angel-departamento-ciudad-de-59717672.html
59944146,3   Recámaras,385,m²,385,m²,19.37948,-99.263187,https://www.inmuebles24.com/propiedades/departamento-venta-bosque-de-las-lomas-cuajimalpa-59944146.html
59717674,2   Recámaras,125,m²,125,m²,19.341017,-99.190857,https://www.inmuebles24.com/propiedades/eleva-venta-san-angel-departamento-ciudad-de-59717674.html
59717679,1   Recámara,84,m²,84,m²,19.341017,-99.190857,https://www.inmuebles24.com/propiedades/eleva-venta-san-angel-departamento-ciudad-de-59717679.html
60552368,3   Recámaras,96,m²,96,m²,19.370577,-99.184291,https://www.inmuebles24.com/propiedades/departamento-en-venta-canova-insurgentes-mixcoac-60552368.html
55406512,20  Antigüedad,45,m²,45,m²,19.3637342,-99.1070969,https://www.inmuebles24.com/propiedades/departamento-venta-av-ano-de-juarez-del.-iztapalapa-55406512.html
59929432,A estrenar,0,,105,m²,19.3910737,-99.1657372,https://www.inmuebles24.com/propiedades/preventa-de-departamentos-en-col.-del-valle-ciudad-de-59929432.html
59894820,6  Antigüedad,138,m²,138,m²,19.3610011,-99.2676377,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-la-torre-siroco-elite-59894820.html
51967914,50  Antigüedad,170,m²,170,m²,19.3816109,-99.1779087,https://www.inmuebles24.com/propiedades/departamento-en-venta-col.-nochebuena-alcaldia-benito-51967914.html
59218257,3   Recámaras,114,m²,114,m²,19.332055,-99.127629,https://www.inmuebles24.com/propiedades/venta-departamento-nuevo-en-el-sur-del-la-ciudad-de-59218257.html
58529718,1   Recámara,83,m²,83,m²,19.43476,-99.152274,https://www.inmuebles24.com/propiedades/tu-mejor-opcion-vive-e-invierte-cerca-del-centro-58529718.html
56453514,3   Recámaras,188,m²,188,m²,19.354428,-99.260022,https://www.inmuebles24.com/propiedades/departamento-nuevo-en-tres-cumbres-ciudad-de-mexico-56453514.html
56453479,2   Recámaras,139,m²,139,m²,19.354428,-99.260022,https://www.inmuebles24.com/propiedades/departamento-nuevo-en-tres-cumbres-ciudad-de-mexico-56453479.html
56453478,3   Recámaras,139,m²,139,m²,19.354428,-99.260022,https://www.inmuebles24.com/propiedades/departamento-nuevo-en-tres-cumbres-ciudad-de-mexico-56453478.html
59740842,2  Antigüedad,285,m²,285,m²,19.302027,-99.1905303,https://www.inmuebles24.com/propiedades/departamento-en-venta-renta-en-parque-del-pedregal-59740842.html
59651102,40  Antigüedad,93,m²,93,m²,19.4215279,-99.1517556,https://www.inmuebles24.com/propiedades/departamento-en-venta-colonia-doctores-ciudad-de-59651102.html
59625234,35  Antigüedad,110,m²,110,m²,19.4218573,-99.1658858,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-colonia-roma-norte-ciudad-de-59625234.html
59615148,10  Antigüedad,0,,85,m²,19.4114263,-99.1643063,https://www.inmuebles24.com/propiedades/deptartamento-en-venta-medellin-roma-norte-ciudad-de-59615148.html
58906028,10  Antigüedad,60,m²,60,m²,19.4972596,-99.1866413,https://www.inmuebles24.com/propiedades/departamento-en-col-reynosa-tamaulipas-atras-de-arena-58906028.html
59548704,1  Antigüedad,60,m²,60,m²,19.4466766,-99.1583504,https://www.inmuebles24.com/propiedades/departamento-en-col.-santa-maria-la-ribera-59548704.html
59519494,1  Antigüedad,60,m²,60,m²,19.4324527,-99.1199997,https://www.inmuebles24.com/propiedades/departamento-en-col.-10-de-mayo-venustiano-carranza-59519494.html
59488714,1  Antigüedad,60,m²,60,m²,19.4124736,-99.1251052,https://www.inmuebles24.com/propiedades/departamento-en-col.-artes-graficas-venustiano-59488714.html
57117100,A estrenar,450,m²,450,m²,19.4352333,-99.1947467,https://www.inmuebles24.com/propiedades/extraordinario-ph-en-venta-en-polanco-ciudad-de-mexico-57117100.html
59429812,1  Antigüedad,60,m²,60,m²,19.4324527,-99.1199997,https://www.inmuebles24.com/propiedades/departamento-en-col.-10-de-mayo-venustiano-carranza-59429812.html
59429189,1  Antigüedad,60,m²,60,m²,19.4324527,-99.1199997,https://www.inmuebles24.com/propiedades/departamento-en-col.-10-de-mayo-venustiano-carranza-59429189.html
59428484,1  Antigüedad,60,m²,60,m²,19.3264617,-99.0509326,https://www.inmuebles24.com/propiedades/departamento-en-col.-consejo-agrarista-mexicano-59428484.html
59422442,1  Antigüedad,70,m²,70,m²,19.3725893,-99.1747091,https://www.inmuebles24.com/propiedades/departamento-en-col.-del-valle-sur-benito-juarez-59422442.html
59421956,1  Antigüedad,68,m²,68,m²,19.3742745,-99.1609308,https://www.inmuebles24.com/propiedades/departamento-en-col.-santa-cruz-atoyac-benito-juarez-59421956.html
59417485,1  Antigüedad,68,m²,68,m²,19.3959078,-99.1534017,https://www.inmuebles24.com/propiedades/departamento-en-col.-narvarte-oriente-benito-juarez-59417485.html
59415698,1  Antigüedad,70,m²,70,m²,19.4363415,-99.0994319,https://www.inmuebles24.com/propiedades/departamento-en-col.-moctezuma-ll-seccion-venustiano-59415698.html
59415661,1  Antigüedad,70,m²,70,m²,19.4856434,-99.2107492,https://www.inmuebles24.com/propiedades/departamento-en-residencial-real-de-san-isidro-59415661.html
59415387,1  Antigüedad,68,m²,68,m²,19.4412217,-99.0941871,https://www.inmuebles24.com/propiedades/departamento-en-col.-romero-rubio-venustiano-59415387.html
59415363,1  Antigüedad,70,m²,70,m²,19.3003152,-99.2257558,https://www.inmuebles24.com/propiedades/departamento-en-col.-popular-santa-teresa-tlalpan-59415363.html
59414852,1  Antigüedad,68,m²,68,m²,19.4459292,-99.1712047,https://www.inmuebles24.com/propiedades/departamento-en-col.-anahuac-l-seccion-miguel-59414852.html
59414809,1  Antigüedad,68,m²,68,m²,19.4676919,-99.1161111,https://www.inmuebles24.com/propiedades/departamento-en-col.-bondojito-gustavo-a.-madero-59414809.html
59414071,1  Antigüedad,65,m²,65,m²,19.4380219,-99.0977747,https://www.inmuebles24.com/propiedades/departamento-en-col.-moctezuma-ll-seccion-venustiano-59414071.html
59414058,1  Antigüedad,65,m²,65,m²,19.4515412,-99.1559287,https://www.inmuebles24.com/propiedades/departamento-en-col.-santa-maria-la-ribera-59414058.html
59414041,1  Antigüedad,70,m²,70,m²,19.3628958,-99.155468,https://www.inmuebles24.com/propiedades/departamento-en-col.-santa-cruz-atoyac-benito-juarez-59414041.html
59412868,1  Antigüedad,55,m²,55,m²,19.4444227,-99.2127745,https://www.inmuebles24.com/propiedades/departamento-en-col.-loma-hermosa-miguel-hidalgo-59412868.html
59412823,1  Antigüedad,55,m²,55,m²,19.4563261,-99.1370223,https://www.inmuebles24.com/propiedades/departamento-en-col.-ex-hipodromo-de-peralvillo-59412823.html
59412771,1  Antigüedad,55,m²,55,m²,19.5316446,-99.1481809,https://www.inmuebles24.com/propiedades/departamento-en-col.-el-arbolillo-gustavo-a.-madero-59412771.html
59404655,1  Antigüedad,120,m²,120,m²,19.3646126,-99.1618923,https://www.inmuebles24.com/propiedades/departamento-en-col.-santa-cruz-atoyac-benito-juarez-59404655.html
59403737,1  Antigüedad,100,m²,100,m²,19.3742745,-99.1609308,https://www.inmuebles24.com/propiedades/departamento-en-col.-santa-cruz-atoyac-benito-juarez-59403737.html
59403353,1  Antigüedad,80,m²,80,m²,19.3990345,-99.1633734,https://www.inmuebles24.com/propiedades/departamento-en-col.-del-valle-norte-benito-juarez-59403353.html
59403302,1  Antigüedad,80,m²,80,m²,19.387718,-99.1523854,https://www.inmuebles24.com/propiedades/departamento-en-col.-narvarte-oriente-benito-juarez-59403302.html
59363672,1  Antigüedad,72,m²,72,m²,19.3688728,-99.1515826,https://www.inmuebles24.com/propiedades/departamento-en-col.-portales-norte-benito-juarez-59363672.html
59358021,1  Antigüedad,68,m²,68,m²,19.4303285,-99.1098045,https://www.inmuebles24.com/propiedades/departamento-en-col.-7-de-julio-venustiano-carranza-59358021.html
59357874,1  Antigüedad,68,m²,68,m²,19.4351506,-99.102146,https://www.inmuebles24.com/propiedades/departamento-en-col.-moctezuma-ll-seccion-venustiano-59357874.html
59355983,1  Antigüedad,70,m²,70,m²,19.3634667,-99.014986,https://www.inmuebles24.com/propiedades/departamento-en-col.-san-sebastian-tecoloxtitla-59355983.html
59344835,1  Antigüedad,65,m²,65,m²,19.4576167,-99.144169,https://www.inmuebles24.com/propiedades/departamento-en-col.-san-simon-tolnahuac-cuauhtemoc-59344835.html
59344722,1  Antigüedad,67,m²,67,m²,19.4782101,-99.1321542,https://www.inmuebles24.com/propiedades/departamento-en-col.-capultitlan-gustavo-a.-madero-59344722.html
59344604,1  Antigüedad,69,m²,69,m²,19.2745184,-99.130086,https://www.inmuebles24.com/propiedades/departamento-en-col.-san-juan-tepepan-xochimilco-59344604.html
59344395,1  Antigüedad,69,m²,69,m²,19.5091804,-99.1529792,https://www.inmuebles24.com/propiedades/departamento-en-col.-nva-industrial-vallejo-gustavo-59344395.html
59344297,1  Antigüedad,68,m²,68,m²,19.4524427,-99.1244566,https://www.inmuebles24.com/propiedades/departamento-en-col.-nicolas-bravo-venustiano-59344297.html
59339657,6  Antigüedad,90,m²,90,m²,19.4228023,-99.1561449,https://www.inmuebles24.com/propiedades/departamento-en-venta-ciudad-de-mexico-col.-roma-59339657.html
59339231,1  Antigüedad,70,m²,70,m²,19.3874401,-99.1393343,https://www.inmuebles24.com/propiedades/departamento-en-col.-josefa-ortiz-de-dominguez-benito-59339231.html
59339053,1  Antigüedad,69,m²,69,m²,19.4521806,-99.1909688,https://www.inmuebles24.com/propiedades/departamento-en-col.-argentina-antigua-miguel-59339053.html
59337968,1  Antigüedad,68,m²,68,m²,19.445975,-99.1576585,https://www.inmuebles24.com/propiedades/departamento-en-col.-santa-maria-la-ribera-59337968.html
59337366,1  Antigüedad,68,m²,68,m²,19.4541094,-99.1975277,https://www.inmuebles24.com/propiedades/departamento-en-col.-ampliacion-torre-blanca-miguel-59337366.html
59337246,1  Antigüedad,65,m²,65,m²,19.4081397,-99.1074737,https://www.inmuebles24.com/propiedades/departamento-en-col.-magdalena-mixiuhca-venustiano-59337246.html
59337112,2  Antigüedad,70,m²,70,m²,19.3634667,-99.014986,https://www.inmuebles24.com/propiedades/departamento-en-col.-san-sebastian-tecoloxtitla-59337112.html
59330562,1  Antigüedad,68,m²,68,m²,19.4984979,-99.198169,https://www.inmuebles24.com/propiedades/departamento-en-col.-san-martin-xochinahuac-59330562.html
59330489,1  Antigüedad,68,m²,68,m²,19.4473207,-99.1745277,https://www.inmuebles24.com/propiedades/departamento-en-col.-anahuac-i-seccion-miguel-59330489.html
59330440,1  Antigüedad,68,m²,68,m²,19.3703651,-99.0119328,https://www.inmuebles24.com/propiedades/departamento-en-col.-santa-martha-acatitla-nte-59330440.html
59330347,1  Antigüedad,65,m²,65,m²,19.4347676,-99.1032431,https://www.inmuebles24.com/propiedades/departamento-en-col.-moctezuma-ll-seccion-venustiano-59330347.html
59330086,1  Antigüedad,65,m²,65,m²,19.3703651,-99.0119328,https://www.inmuebles24.com/propiedades/departamento-en-col.-santa-martha-acatitla-nte-59330086.html
59330132,1  Antigüedad,70,m²,70,m²,19.4903343,-99.2075971,https://www.inmuebles24.com/propiedades/departamento-en-col.-san-juan-tlihuaca-azcapotzalco-59330132.html
59318315,1  Antigüedad,60,m²,60,m²,19.5230208,-99.1533766,https://www.inmuebles24.com/propiedades/departamento-en-col.-acueducto-de-guadalupe-gustavo-59318315.html
59317096,1  Antigüedad,60,m²,60,m²,19.27363,-99.1889385,https://www.inmuebles24.com/propiedades/departamento-en-col.-santa-ursula-xitla-tlalpan-59317096.html
59316925,1  Antigüedad,65,m²,65,m²,19.3965191,-99.1254463,https://www.inmuebles24.com/propiedades/departamento-en-col.-san-francisco-xicaltongo-59316925.html
59316890,1  Antigüedad,62,m²,62,m²,19.4573965,-99.1219467,https://www.inmuebles24.com/propiedades/departamento-en-col.-valle-gomez-venustiano-carranza-59316890.html
59316618,1  Antigüedad,65,m²,65,m²,19.4601778,-99.141097,https://www.inmuebles24.com/propiedades/departamento-en-col.-san-simon-tolnahuac-cuauhtemoc-59316618.html
59314941,1  Antigüedad,55,m²,55,m²,19.3819227,-99.2423774,https://www.inmuebles24.com/propiedades/departamento-en-col.-santa-fe-alvaro-obregon-ciudad-59314941.html
59314790,1  Antigüedad,55,m²,55,m²,19.284554,-99.1935781,https://www.inmuebles24.com/propiedades/departamento-en-col.-miguel-hidalgo-2da-seccion-59314790.html
59314420,1  Antigüedad,68,m²,68,m²,19.3873731,-99.145026,https://www.inmuebles24.com/propiedades/departamento-en-col.-ninos-heroes-benito-juarez-59314420.html
59314319,1  Antigüedad,65,m²,65,m²,19.4526892,-99.1179867,https://www.inmuebles24.com/propiedades/departamento-en-col.-popular-rastro-venustiano-59314319.html
59313356,1  Antigüedad,50,m²,50,m²,19.5117329,-99.2052894,https://www.inmuebles24.com/propiedades/departamento-en-col.-unidad-hab.-el-rosario-59313356.html
59313052,1  Antigüedad,55,m²,55,m²,19.4445869,-99.2124823,https://www.inmuebles24.com/propiedades/departamento-en-col.-loma-hermosa-miguel-hidalgo-59313052.html
59312853,1  Antigüedad,50,m²,50,m²,19.4555068,-99.1371407,https://www.inmuebles24.com/propiedades/departamento-en-col.-ex-hipodromo-de-peralvillo-59312853.html
58321349,1  Antigüedad,113,m²,113,m²,19.4604521,-99.1379081,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-col.-peralvillo-alcaldia-58321349.html
58321348,1  Antigüedad,92,m²,92,m²,19.4589994,-99.1336561,https://www.inmuebles24.com/propiedades/departamento-en-venta-col-peralvillo-alcaldia-58321348.html
54116487,1  Antigüedad,82,m²,82,m²,19.4604521,-99.1379081,https://www.inmuebles24.com/propiedades/departamento-en-venta-col-peralvillo-alcaldia-54116487.html
51968044,1  Antigüedad,75,m²,75,m²,19.4577019,-99.1297098,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-col.-peralvillo-alcaldia-51968044.html
51967920,51  Antigüedad,64,m²,64,m²,19.4433698,-99.1484428,https://www.inmuebles24.com/propiedades/departamento-en-venta-col-buenavista-alcaldia-51967920.html
59305370,1  Antigüedad,55,m²,55,m²,19.5316446,-99.1481809,https://www.inmuebles24.com/propiedades/departamento-en-col.-el-arbolillo-gustavo-a.-madero-59305370.html
59292531,A estrenar,158,m²,141,m²,19.3470575,-99.2965778,https://www.inmuebles24.com/propiedades/exclusivos-departamentos-en-la-mejor-zona-de-santa-fe-59292531.html
59290485,A estrenar,168,m²,155,m²,19.3455487,-99.2850493,https://www.inmuebles24.com/propiedades/exclusivos-departamentos-en-la-mejor-zona-de-santa-fe-59290485.html
59290484,A estrenar,125,m²,107,m²,19.3455487,-99.2850493,https://www.inmuebles24.com/propiedades/exclusivos-departamentos-en-la-mejor-zona-de-santa-fe-59290484.html
56676705,4  Antigüedad,26,m²,26,m²,19.3517883,-99.1477319,https://www.inmuebles24.com/propiedades/loft-en-venta-en-san-diego-churubusco-en-coyoacan-en-56676705.html
57133048,21  Antigüedad,221,m²,221,m²,19.4289099,-99.189602,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-polanco-v-secc.-miguel-57133048.html
58453952,A estrenar,172,m²,172,m²,19.38162307,-99.16204278,https://www.inmuebles24.com/propiedades/impresionante-proyecto-departamento-en-venta-col.-del-58453952.html
54495217,A estrenar,0,,105,m²,19.3795579,-99.1933664,https://www.inmuebles24.com/propiedades/departamento-en-santa-maria-nonoalco-benito-juarez-en-54495217.html
54495164,A estrenar,0,,85,m²,19.3795579,-99.1933664,https://www.inmuebles24.com/propiedades/departamento-en-santa-maria-nonoalco-benito-juarez-en-54495164.html
59303674,A estrenar,0,,54,m²,19.4468231,-99.1303962,https://www.inmuebles24.com/propiedades/departamento-2-recamaras-cuauhtemoc-59303674.html
59795627,A estrenar,255,m²,255,m²,19.4788153,-99.1968277,https://www.inmuebles24.com/propiedades/departamento-azcapotzalco-59795627.html
59532850,A estrenar,0,,140,m²,19.3923907,-99.1580693,https://www.inmuebles24.com/propiedades/estrena-hermoso-ph-exterior-con-terraza-en-narvarte-59532850.html
53832492,A estrenar,123,m²,123,m²,19.3797151,-99.1677132,https://www.inmuebles24.com/propiedades/estrena-departamento-en-col.-del-valle-centro-con-roof-53832492.html
53832500,A estrenar,153,m²,153,m²,19.3797151,-99.1677132,https://www.inmuebles24.com/propiedades/pent-house-en-dos-niveles-inmejorable-vista-frente-a-53832500.html
60893428,7  Antigüedad,84,m²,84,m²,19.3395419,-99.1975957,https://www.inmuebles24.com/propiedades/venta-departamento-con-terraza-en-tizapan-san-angel-60893428.html
60989330,2   Recámaras,63,m²,63,m²,19.4661767,-99.1545396,https://www.inmuebles24.com/propiedades/invierte-en-un-departamento-perfecto-o-habitalo!-60989330.html
60988546,1   Recámara,52,m²,52,m²,19.3663017,-99.1933664,https://www.inmuebles24.com/propiedades/naturaleza-y-lujo-en-the-park-alvaro-obregon-cd-mx-60988546.html
60260731,A estrenar,310,m²,276,m²,19.39726,-99.1758367,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-napoles-60260731.html
60272596,A estrenar,149,m²,149,m²,19.32759,-99.1394716,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-xotepingo-60272596.html
60352580,25  Antigüedad,75,m²,75,m²,19.4003804,-99.131088,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-viaducto-piedad-60352580.html
60434295,8  Antigüedad,70,m²,60,m²,19.4415806,-99.1505907,https://www.inmuebles24.com/propiedades/departamento-en-venta-cuauhtemoc-buenavista-arista-60434295.html
60435998,59  Antigüedad,55,m²,55,m²,19.445848,-99.1455123,https://www.inmuebles24.com/propiedades/departamento-en-venta-cuauhtemoc-guerrero-degollado-60435998.html
59954781,4  Antigüedad,75,m²,75,m²,19.3954821,-99.1537513,https://www.inmuebles24.com/propiedades/departamento-en-venta-benito-juarez-narvarte-oriente-59954781.html
60857310,3   Recámaras,73,m²,73,m²,19.5005344,-99.1535718,https://www.inmuebles24.com/propiedades/departamento-5o.-piso.-lindavista-vallejo-cdmx-60857310.html
60498248,A estrenar,93,m²,93,m²,19.4310453,-99.1715742,https://www.inmuebles24.com/propiedades/departamento-en-venta-cuauhtemoc-oportunidad!-60498248.html
60783036,59  Antigüedad,92,m²,92,m²,19.4508365,-99.1351646,https://www.inmuebles24.com/propiedades/departamento-en-venta-cuauhtemoc-nonoalco-tlatelolco-60783036.html
59533126,,0,,0,,19.4480304,-99.0923942,https://www.inmuebles24.com/propiedades/departamento-en-venta-59533126.html
60745955,16  Antigüedad,68,m²,68,m²,19.3834162,-99.1889609,https://www.inmuebles24.com/propiedades/departamento-en-venta-benito-juarez-nonoalco-andrea-60745955.html
60710518,3   Recámaras,206,m²,206,m²,19.3057082,-99.2266013,https://www.inmuebles24.com/propiedades/departamento-fuentes-del-pedregal-tlalpan-60710518.html
60621872,A estrenar,104,m²,104,m²,19.3823372,-99.138398,https://www.inmuebles24.com/propiedades/se-vende-departamento-en-la-colonia-nativitas-a-m-de-60621872.html
60525573,,134,m²,134,m²,19.3287038,-99.1649891,https://www.inmuebles24.com/propiedades/oportunidad-unica-vendo-amplio-y-acogedor-60525573.html
60496142,7  Antigüedad,120,m²,120,m²,19.3806445,-99.1791765,https://www.inmuebles24.com/propiedades/oferta-col-noche-buena-60496142.html
59478367,30  Antigüedad,61,m²,61,m²,19.2958889,-99.1107648,https://www.inmuebles24.com/propiedades/departamento-muy-iluminado-con-vigilancia-59478367.html
59612296,5  Antigüedad,83,m²,76,m²,19.3717783,-99.1631663,https://www.inmuebles24.com/propiedades/como-nuevo-departamento-en-venta-xoco-cdmx-59612296.html
59249429,3   Recámaras,150,m²,150,m²,19.3654454,-99.0343068,https://www.inmuebles24.com/propiedades/en-venta-59249429.html
56539639,A estrenar,65,m²,65,m²,19.5122176,-99.1610214,https://www.inmuebles24.com/propiedades/gran-remate-de-bonito-departamento-en-la-zona-56539639.html
60991562,2   Recámaras,89,m²,89,m²,19.44506,-99.14612,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-primer-piso-colonia-doctores-60991562.html
60991560,3   Recámaras,168,m²,120,m²,19.4277641,-99.15889161,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-colonia-juarez-cuauhtemoc-60991560.html
59650774,12  Antigüedad,0,,65,m²,19.506403,-99.1565027,https://www.inmuebles24.com/propiedades/departamento-oportunidad-andador-plaza-el-faro-59650774.html
