ID,Condición del Inmueble,land_size,land_size_unit,total_area,total_area_unit,Latitud,Longitud,URL_FOR_REF
56520975,1  Antigüedad,112,m²,112,m²,19.294594700000000,-99.105785799999980,https://www.inmuebles24.com/propiedades/departamento-duplex-en-primer-piso-en-venta-en-56520975.html
60815438,23  Antigüedad,58,m²,143,m²,19.345794600000000,-99.125147200000000,https://www.inmuebles24.com/propiedades/bonita-casas-en-condominio-junto-al-parque-60815438.html
60403344,20  Antigüedad,350,m²,270,m²,19.256393000000000,-99.179582099999990,https://www.inmuebles24.com/propiedades/bonita-casa-rustica-mexicana-en-privada-60403344.html
60886855,15  Antigüedad,795,m²,1200,m²,19.421087600000000,-99.223767200000000,https://www.inmuebles24.com/propiedades/casa-sobre-av-palmas-60886855.html
54047967,60  Antigüedad,217,m²,302,m²,19.347343500000000,-99.168960000000000,https://www.inmuebles24.com/propiedades/casa-en-venta-en-santa-catarina-coyoacan-54047967.html
58681386,27  Antigüedad,200,m²,287,m²,19.273779700000000,-99.120820999999990,https://www.inmuebles24.com/propiedades/amplia-casa-de-3-niveles-en-paseos-del-sur-58681386.html
60617070,10  Antigüedad,1100,m²,980,m²,19.410703400000000,-99.234439000000000,https://www.inmuebles24.com/propiedades/casa-en-venta-en-bosque-de-las-lomas-60617070.html
60266973,20  Antigüedad,77,m²,235,m²,19.290936100000000,-99.142233499999990,https://www.inmuebles24.com/propiedades/casa-en-venta-en-hacienda-de-san-juan-de-tlalpan-60266973.html
60156384,70  Antigüedad,700,m²,500,m²,19.344270500000000,-99.189787700000000,https://www.inmuebles24.com/propiedades/casa-uso-de-suelo-en-venta-en-san-angel-60156384.html
59626118,A estrenar,100,m²,175,m²,19.482596700000000,-99.218501600000000,https://www.inmuebles24.com/propiedades/estrene-casa-en-venta-azcapotzalco-59626118.html
60033439,A estrenar,180,m²,423,m²,19.507998100000000,-99.147114899999990,https://www.inmuebles24.com/propiedades/increible-casa-en-el-fraccionamiento-torres-lindavista-60033439.html
59578392,20  Antigüedad,956,m²,527,m²,19.349323400000000,-99.284054500000000,https://www.inmuebles24.com/propiedades/casa-en-venta-en-condominio-horizontal-en-contadero-59578392.html
59284866,A estrenar,105,m²,120,m²,19.479967100000000,-99.119000399999990,https://www.inmuebles24.com/propiedades/casa-3-recamaras-con-crecimiento-a-estrenar-59284866.html
60786357,15  Antigüedad,360,m²,400,m²,19.329984900000000,-99.222000500000000,https://www.inmuebles24.com/propiedades/su-mejor-opcion-en-la-parte-baja-de-san-jeronimo-60786357.html
60720048,20  Antigüedad,500,m²,480,m²,19.342472900000000,-99.241073300000000,https://www.inmuebles24.com/propiedades/hermosa-casa-en-lomas-de-guadalupe-60720048.html
60644136,60  Antigüedad,120,m²,0,,19.348692599999999,-99.162913099999997,https://www.inmuebles24.com/propiedades/casa-en-venta-en-ciudad-de-mexico-en-coyoacan-60644136.html
59151991,1   Medio baño,102,m²,180,m²,19.260058300000000,-99.172160300000001,https://www.inmuebles24.com/propiedades/hermosa-casa-al-sur-de-la-ciudad-de-mexico-59151991.html
60809178,50  Antigüedad,337,m²,0,,19.392837399999990,-99.126313299999992,https://www.inmuebles24.com/propiedades/casa-en-venta-en-iztacalco-ciudad-de-mexico-60809178.html
59117776,40  Antigüedad,200,m²,315,m²,19.355920200000000,-99.180214700000000,https://www.inmuebles24.com/propiedades/casa-en-venta-en-col.-florida-alvaro-obregon-ciudad-59117776.html
60816395,30  Antigüedad,255,m²,0,,19.251655200000030,-99.099345599999992,https://www.inmuebles24.com/propiedades/casa-en-venta-ubicada-en-xaltocan-xochimilco-ciudad-60816395.html
60723906,1  Antigüedad,144,m²,244,m²,19.420300000000001,-99.110100000000002,https://www.inmuebles24.com/propiedades/casa-venta-jardin-balbuena-ciudad-de-mexico-60723906.html
60456366,12  Antigüedad,85,m²,170,m²,19.319172200000000,-99.102890600000000,https://www.inmuebles24.com/propiedades/casa-en-coyoacan-coapa-culhuacan-ciudad-de-mexico-cdmx-60456366.html
55191718,46  Antigüedad,249,m²,345,m²,19.411000000000000,-99.166000000000000,https://www.inmuebles24.com/propiedades/casa-duplex-en-venta-colonia-rima-sur-ciudad-de-55191718.html
60601310,15  Antigüedad,280,m²,224,m²,19.353823500000000,-99.197253800000000,https://www.inmuebles24.com/propiedades/-ultimos-remates!-jardin-80-tlacopac-alvaro-obregon-60601310.html
60464112,16  Antigüedad,141,m²,395,m²,19.399935400000000,-99.193262000000000,https://www.inmuebles24.com/propiedades/casa-en-colonia-bellavista-alvaro-obregon-ciudad-de-60464112.html
59161665,19  Antigüedad,160,m²,200,m²,19.284712400000000,-99.164178800000000,https://www.inmuebles24.com/propiedades/excelente-casa-en-calzada-tlalpan-col.-la-joya-59161665.html
59349051,A estrenar,100,m²,308,m²,19.267258999999999,-99.147503399999990,https://www.inmuebles24.com/propiedades/casa-en-venta-resid-abasolo-zona-fuentes-de-tepepan-59349051.html
56024827,50  Antigüedad,0,,519,m²,19.438826000000000,-99.137481499999980,https://www.inmuebles24.com/propiedades/centro-de-la-ciudad-de-mexico-56024827.html
58262719,8  Antigüedad,800,m²,700,m²,19.424937400000000,-99.213444200000000,https://www.inmuebles24.com/propiedades/casa-en-venta-en-ciudad-de-mexico-58262719.html
