Nombre de Publicación,Estado,Ciudad,Colonia,Avenida,Tipo de propiedad,Tipo de Operación,Condición del Inmueble,Precio,Precio por m2,Moneda,Número de recámaras,Número de baños completos,Número de m2,Unidad de medida,Link de la publicación,Foto de publicación,Real State Agency?,Latitud,Longitud,ID
Venta Depto 74m2 Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,"Providencia, DEL VALLE 707",Departamento,Venta,Usado,8650000,116891.8918918919,MXN,2,2,74.0,m²,https://departamento.mercadolibre.com.mx/MLM-895754903-venta-depto-74m2-del-valle-_JM,http://http2.mlstatic.com/D_693178-MLM45017801392_022021-I.jpg,True,19.391485,-99.169,MLM895754903
"Venta De Departamento En La Colonia Del Valle, Benito Juárez",Distrito Federal,Benito Juárez,Del Valle Centro,Agustin  Gonzalez de Cossio,Departamento,Venta,Nuevo,7504400,80692.47311827957,MXN,2,2,93.0,m²,https://departamento.mercadolibre.com.mx/MLM-863404797-venta-de-departamento-en-la-colonia-del-valle-benito-juarez-_JM,http://mlm-s2-p.mlstatic.com/872335-MLM44597171450_012021-I.jpg,True,19.384975,-99.17117,MLM863404797
"Departamento Garden House, Dev-4319",Distrito Federal,Benito Juárez,Colonia Del Valle,PROVIDENCIA 776,Departamento,Venta,Usado,11654207,80373.84137931034,MXN,3,2,145.0,m²,https://departamento.mercadolibre.com.mx/MLM-875351226-departamento-garden-house-dev-4319-_JM,http://http2.mlstatic.com/D_754093-MLM43584024317_092020-I.jpg,True,19.390106,-99.16901,MLM875351226
Penthouse 3 Recamaras Colonia  Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,,Departamento,Venta,Nuevo,13565100,79794.70588235294,MXN,3,3,170.0,m²,https://departamento.mercadolibre.com.mx/MLM-883345204-penthouse-3-recamaras-colonia-del-valle-_JM,http://http2.mlstatic.com/D_909668-MLM45063038896_032021-I.jpg,True,19.379715,-99.16772,MLM883345204
"Departamento En Venta En Colonia Del Valle ,90.42m2 ,$675500",Distrito Federal,Benito Juárez,Del Valle Centro,NICOLAS SAN JUAN,Departamento,Venta,Nuevo,6755000,75055.55555555556,MXN,2,2,90.0,m²,https://departamento.mercadolibre.com.mx/MLM-872562349-departamento-en-venta-en-colonia-del-valle-9042m2-675500-_JM,http://http2.mlstatic.com/D_898512-MLM44817610275_022021-I.jpg,True,19.382618,-99.16362,MLM872562349
"Venta Departamento Colonia Del Valle, Para Estrenar, Entrega",Distrito Federal,Benito Juárez,Del Valle Centro,Amores,Departamento,Venta,Nuevo,7628000,74784.3137254902,MXN,3,2,102.0,m²,https://departamento.mercadolibre.com.mx/MLM-862238710-venta-departamento-colonia-del-valle-para-estrenar-entrega-_JM,http://http2.mlstatic.com/D_699126-MLM44571660775_012021-I.jpg,True,19.383799,-99.166435,MLM862238710
"Departamento En Venta En Colonia Del Valle ,90.42m2 ,$6,604,",Distrito Federal,Benito Juárez,Del Valle Centro,NICOLAS SAN JUAN,Departamento,Venta,Nuevo,6604740,73386.0,MXN,2,2,90.0,m²,https://departamento.mercadolibre.com.mx/MLM-872562341-departamento-en-venta-en-colonia-del-valle-9042m2-6604-_JM,http://http2.mlstatic.com/D_657778-MLM44817612341_022021-I.jpg,True,19.382618,-99.16362,MLM872562341
"Departamento En Venta, Vita Del Valle, Colonia Del Valle, Ci",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,5755000,72848.10126582278,MXN,2,2,79.0,m²,https://departamento.mercadolibre.com.mx/MLM-875534429-departamento-en-venta-vita-del-valle-colonia-del-valle-ci-_JM,http://http2.mlstatic.com/D_898204-MLM44907503879_022021-I.jpg,True,19.38173,-99.164986,MLM875534429
"Departamento En Venta, Vita Del Valle, Colonia Del Valle, Ci",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,6200000,72093.02325581395,MXN,2,2,86.0,m²,https://departamento.mercadolibre.com.mx/MLM-875524275-departamento-en-venta-vita-del-valle-colonia-del-valle-ci-_JM,http://mlm-s2-p.mlstatic.com/781223-MLM44907283457_022021-I.jpg,True,19.38173,-99.164986,MLM875524275
"Departamento En Venta, Vita Del Valle, Colonia Del Valle, Ci",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,5690000,72025.3164556962,MXN,2,2,79.0,m²,https://departamento.mercadolibre.com.mx/MLM-875533998-departamento-en-venta-vita-del-valle-colonia-del-valle-ci-_JM,http://mlm-s1-p.mlstatic.com/916104-MLM44907446510_022021-I.jpg,True,19.38173,-99.164986,MLM875533998
Departamento Venta Colonia Del Valle Excelente Pent House En Venta!!!,Distrito Federal,Benito Juárez,Colonia Del Valle,San Borja 835,Departamento,Venta,Usado,10500000,71917.80821917808,MXN,3,3,146.0,m²,https://departamento.mercadolibre.com.mx/MLM-793780888-departamento-venta-colonia-del-valle-excelente-pent-house-en-venta-_JM,http://http2.mlstatic.com/D_820834-MLM44887068159_022021-I.jpg,True,19.384018,-99.163605,MLM793780888
"Departamento En Venta, Vita Del Valle, Colonia Del Valle, Ci",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,5680000,71898.73417721518,MXN,2,2,79.0,m²,https://departamento.mercadolibre.com.mx/MLM-875522284-departamento-en-venta-vita-del-valle-colonia-del-valle-ci-_JM,http://mlm-s1-p.mlstatic.com/945640-MLM44907111417_022021-I.jpg,True,19.38173,-99.164986,MLM875522284
"Departamento En Venta, Vita Del Valle, Colonia Del Valle, Ci",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,5605000,70949.3670886076,MXN,2,2,79.0,m²,https://departamento.mercadolibre.com.mx/MLM-875526729-departamento-en-venta-vita-del-valle-colonia-del-valle-ci-_JM,http://http2.mlstatic.com/D_704093-MLM44907203673_022021-I.jpg,True,19.38173,-99.164986,MLM875526729
Departamento Nuevo En Venta En Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,AMORES,Departamento,Venta,Nuevo,7800000,70909.09090909091,MXN,2,2,110.0,m²,https://departamento.mercadolibre.com.mx/MLM-809883974-departamento-nuevo-en-venta-en-colonia-del-valle-_JM,http://http2.mlstatic.com/D_709948-MLM43753689536_102020-I.jpg,True,19.383799,-99.166435,MLM809883974
"Departamento En Venta En Del Valle, Benito Juárez, Rah-mx-21-207",Distrito Federal,Benito Juárez,Colonia Del Valle,,Departamento,Venta,not specified,5669500,70868.75,MXN,2,2,80.0,m²,https://departamento.mercadolibre.com.mx/MLM-874675594-departamento-en-venta-en-del-valle-benito-juarez-rah-mx-21-207-_JM,http://mlm-s1-p.mlstatic.com/789301-MLM44878929159_022021-I.jpg,True,19.38173,-99.164986,MLM874675594
"Departamento Ph 2 Recámaras, 2.5 Baños.",Distrito Federal,Benito Juárez,Colonia Del Valle,Av. Colonia del valle 632,Departamento,Venta,Nuevo,6258083,70315.53932584269,MXN,2,2,89.0,m²,https://departamento.mercadolibre.com.mx/MLM-878771447-departamento-ph-2-recamaras-25-banos-_JM,http://mlm-s2-p.mlstatic.com/931075-MLM44312492148_122020-I.jpg,False,19.38931,-99.16757,MLM878771447
Departamento En Venta En Colonia Del Valle Sur,Distrito Federal,Benito Juárez,Del Valle Sur,ANICETO ORTEGA,Departamento,Venta,Nuevo,4849000,70275.36231884058,MXN,2,2,69.0,m²,https://departamento.mercadolibre.com.mx/MLM-796925082-departamento-en-venta-en-colonia-del-valle-sur-_JM,http://http2.mlstatic.com/D_741795-MLM42811036808_072020-I.jpg,True,19.373116,-99.16672,MLM796925082
"Departamento En Venta, Vita Del Valle, Colonia Del Valle, Ci",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,5985000,69593.02325581395,MXN,2,2,86.0,m²,https://departamento.mercadolibre.com.mx/MLM-875396468-departamento-en-venta-vita-del-valle-colonia-del-valle-ci-_JM,http://mlm-s1-p.mlstatic.com/850443-MLM44902881127_022021-I.jpg,True,19.38173,-99.164986,MLM875396468
Departamentos De Lujo En Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,Av. Porfirio Diaz,Departamento,Venta,Nuevo,7440000,69532.71028037384,MXN,3,2,107.0,m²,https://departamento.mercadolibre.com.mx/MLM-890790170-departamentos-de-lujo-en-colonia-del-valle-_JM,http://http2.mlstatic.com/D_722042-MLM45207562572_032021-I.jpg,True,19.381117,-99.17394,MLM890790170
Casa Sola En Venta En Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Norte,DEL VALLE NORTE,Casa,Venta,Nuevo,14900000,69302.32558139534,MXN,3,2,215.0,m²,https://casa.mercadolibre.com.mx/MLM-834623870-casa-sola-en-venta-en-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/743768-MLM43970384702_112020-I.jpg,True,19.38173,-99.164986,MLM834623870
Departamento En Remate Colonia Del Valle,Distrito Federal,Benito Juárez,,,Departamento,Venta,Nuevo,6235000,69277.77777777778,MXN,3,2,90.0,m²,https://departamento.mercadolibre.com.mx/MLM-835522276-departamento-en-remate-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/643806-MLM43991438561_112020-I.jpg,True,19.379406,-99.15914,MLM835522276
Hermoso Departamento En Venta Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Sur,,Departamento,Venta,Usado,9300000,68888.88888888889,MXN,2,2,135.0,m²,https://departamento.mercadolibre.com.mx/MLM-899688112-hermoso-departamento-en-venta-colonia-del-valle-_JM,http://http2.mlstatic.com/D_614566-MLM45396361663_032021-I.jpg,True,19.366802,-99.1725,MLM899688112
"Departamento En Venta, Vita Del Valle, Colonia Del Valle, Ci",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,5420000,68607.59493670886,MXN,2,2,79.0,m²,https://departamento.mercadolibre.com.mx/MLM-875534934-departamento-en-venta-vita-del-valle-colonia-del-valle-ci-_JM,http://mlm-s1-p.mlstatic.com/707414-MLM44907591665_022021-I.jpg,True,19.38173,-99.164986,MLM875534934
¡hermoso Ph  Con Roof Privado  En Colonia Del Valle!,Distrito Federal,Benito Juárez,Tlacoquemecatl,,Departamento,Venta,Nuevo,7199000,68561.90476190476,MXN,2,2,105.0,m²,https://departamento.mercadolibre.com.mx/MLM-872584097-hermoso-ph-con-roof-privado-en-colonia-del-valle-_JM,http://http2.mlstatic.com/D_946379-MLM44818965335_022021-I.jpg,True,19.376822,-99.174675,MLM872584097
"Departamento En Venta, Vita Del Valle, Colonia Del Valle, Ci",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,5375000,68037.97468354431,MXN,2,2,79.0,m²,https://departamento.mercadolibre.com.mx/MLM-875529513-departamento-en-venta-vita-del-valle-colonia-del-valle-ci-_JM,http://http2.mlstatic.com/D_990851-MLM44907349059_022021-I.jpg,True,19.38173,-99.164986,MLM875529513
"Departamento En Venta, Vita Del Valle, Colonia Del Valle, Ci",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,7445000,67681.81818181818,MXN,3,2,110.0,m²,https://departamento.mercadolibre.com.mx/MLM-875532073-departamento-en-venta-vita-del-valle-colonia-del-valle-ci-_JM,http://mlm-s2-p.mlstatic.com/827399-MLM44907254090_022021-I.jpg,True,19.38173,-99.164986,MLM875532073
"Departamento En Venta, Vita Del Valle, Colonia Del Valle, Ci",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,7440000,67636.36363636363,MXN,3,2,110.0,m²,https://departamento.mercadolibre.com.mx/MLM-875520504-departamento-en-venta-vita-del-valle-colonia-del-valle-ci-_JM,http://http2.mlstatic.com/D_951044-MLM44907159170_022021-I.jpg,True,19.38173,-99.164986,MLM875520504
Amplio Departamento En Venta En Colonia Del Valle Norte,Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Usado,6465000,67343.75,MXN,3,2,96.0,m²,https://departamento.mercadolibre.com.mx/MLM-859182250-amplio-departamento-en-venta-en-colonia-del-valle-norte-_JM,http://http2.mlstatic.com/D_885914-MLM44508230182_012021-I.jpg,True,19.38173,-99.164986,MLM859182250
"Departamento En Venta, Vita Del Valle, Colonia Del Valle, Ci",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,5315000,67278.48101265823,MXN,2,2,79.0,m²,https://departamento.mercadolibre.com.mx/MLM-875526550-departamento-en-venta-vita-del-valle-colonia-del-valle-ci-_JM,http://mlm-s1-p.mlstatic.com/742815-MLM44907178270_022021-I.jpg,True,19.38173,-99.164986,MLM875526550
Adolfo Prieto Del Valle  Dv 1499,Distrito Federal,Benito Juárez,Colonia Del Valle,Adolfo Prieto DEL Valle  DV 1499,Departamento,Venta,Nuevo,7371165,66406.8918918919,MXN,2,2,111.0,m²,https://departamento.mercadolibre.com.mx/MLM-885118733-adolfo-prieto-del-valle-dv-1499-_JM,http://http2.mlstatic.com/D_718554-MLM45093141595_032021-I.jpg,True,19.391073,-99.16574,MLM885118733
"Departamento En Venta, Vita Del Valle, Colonia Del Valle, Ci",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,5230000,66202.53164556962,MXN,2,2,79.0,m²,https://departamento.mercadolibre.com.mx/MLM-875400529-departamento-en-venta-vita-del-valle-colonia-del-valle-ci-_JM,http://http2.mlstatic.com/D_711533-MLM44902895162_022021-I.jpg,True,19.38173,-99.164986,MLM875400529
"Estrena Departamento De Lujo En La Colonia Del Valle, Benito",Distrito Federal,Benito Juárez,Del Valle Centro,,Departamento,Venta,Nuevo,6888940,65608.95238095238,MXN,2,2,105.0,m²,https://departamento.mercadolibre.com.mx/MLM-863403700-estrena-departamento-de-lujo-en-la-colonia-del-valle-benito-_JM,http://http2.mlstatic.com/D_645966-MLM44597043159_012021-I.jpg,True,19.379715,-99.16772,MLM863403700
¡aprovecha Preventa! 8 Casas En La Colonia Del Valle Sur,Distrito Federal,Benito Juárez,Del Valle Sur,Amores,Casa,Venta,Nuevo,15216609,64751.527659574465,MXN,3,3,235.0,m²,https://casa.mercadolibre.com.mx/MLM-768594026-aprovecha-preventa-8-casas-en-la-colonia-del-valle-sur-_JM,http://http2.mlstatic.com/D_827960-MLM43496609481_092020-I.jpg,True,19.369295,-99.170006,MLM768594026
Departamento En Venta En La Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,San Ramón 21 - 101,Departamento,Venta,Usado,12450000,64175.257731958765,MXN,3,2,194.0,m²,https://departamento.mercadolibre.com.mx/MLM-836477165-departamento-en-venta-en-la-colonia-del-valle-_JM,http://mlm-s2-p.mlstatic.com/992426-MLM44010280973_112020-I.jpg,True,19.389332,-99.168945,MLM836477165
Casa  De 3 Recamaras  Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Sur,,Casa,Venta,Nuevo,15046668,64028.37446808511,MXN,3,3,235.0,m²,https://casa.mercadolibre.com.mx/MLM-883395850-casa-de-3-recamaras-colonia-del-valle-_JM,http://http2.mlstatic.com/D_726379-MLM45064774750_032021-I.jpg,True,19.366802,-99.1725,MLM883395850
Hermoso Departamento En Venta En La Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,3578000,63892.857142857145,MXN,1,1,56.0,m²,https://departamento.mercadolibre.com.mx/MLM-895067022-hermoso-departamento-en-venta-en-la-colonia-del-valle-_JM,http://http2.mlstatic.com/D_929640-MLM45294834254_032021-I.jpg,True,19.38173,-99.164986,MLM895067022
Penthouse De Dos Pisos En Venta En La Colonia Del Valle /,Distrito Federal,Benito Juárez,Del Valle Sur,Del Valle Sur 0,Departamento,Venta,Usado,11500000,63888.88888888889,MXN,4,3,180.0,m²,https://departamento.mercadolibre.com.mx/MLM-792074768-penthouse-de-dos-pisos-en-venta-en-la-colonia-del-valle--_JM,http://mlm-s1-p.mlstatic.com/838604-MLM42533301378_072020-I.jpg,True,19.366802,-99.1725,MLM792074768
"Venta Departamento, Col. Del Valle",Distrito Federal,Benito Juárez,Colonia Del Valle,MORAS 00,Departamento,Venta,Usado,6250000,63775.510204081635,MXN,2,2,98.0,m²,https://departamento.mercadolibre.com.mx/MLM-896392455-venta-departamento-col-del-valle-_JM,http://http2.mlstatic.com/D_931892-MLM41215631115_032020-I.jpg,True,19.37654,-99.173454,MLM896392455
Nuevo Departamento En Venta 91 M2 En Colonia Del Valle.,Distrito Federal,Benito Juárez,Del Valle Centro,,Departamento,Venta,Nuevo,5788125,63605.769230769234,MXN,2,2,91.0,m²,https://departamento.mercadolibre.com.mx/MLM-896493317-nuevo-departamento-en-venta-91-m2-en-colonia-del-valle-_JM,http://http2.mlstatic.com/D_901808-MLM45323559957_032021-I.jpg,True,19.379715,-99.16772,MLM896493317
"Departamento En Venta En Colonia Del Valle ,90.42m2 ,$5,710,",Distrito Federal,Benito Juárez,Del Valle Centro,NICOLAS SAN JUAN,Departamento,Venta,Nuevo,5710680,63452.0,MXN,2,2,90.0,m²,https://departamento.mercadolibre.com.mx/MLM-872566000-departamento-en-venta-en-colonia-del-valle-9042m2-5710-_JM,http://http2.mlstatic.com/D_905469-MLM44817612362_022021-I.jpg,True,19.382618,-99.16362,MLM872566000
Departamento - Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Lindo Departamento  Para Estrenar.,Departamento,Venta,Nuevo,4988450,63144.93670886076,MXN,2,2,79.0,m²,https://departamento.mercadolibre.com.mx/MLM-890174307-departamento-del-valle-_JM,http://http2.mlstatic.com/D_834938-MLM45192983318_032021-I.jpg,True,19.382338,-99.165245,MLM890174307
Carl05 Venta De Departamento En Benito Juarez,Distrito Federal,Benito Juárez,Colonia Del Valle,Martin Mendalde  1443,Casa,Venta,Usado,5350409,62945.98823529412,MXN,2,1,85.0,m²,https://casa.mercadolibre.com.mx/MLM-886509593-carl05-venta-de-departamento-en-benito-juarez-_JM,http://mlm-s2-p.mlstatic.com/794671-MLM45117208895_032021-I.jpg,True,19.370161,-99.17064,MLM886509593
Preventa!! Lujoso Garden House Con Patio Exterior En La Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,González Cossío,Departamento,Venta,Usado,11171540,62761.4606741573,MXN,3,2,178.0,m²,https://departamento.mercadolibre.com.mx/MLM-815928675-preventa-lujoso-garden-house-con-patio-exterior-en-la-del-valle-_JM,http://mlm-s2-p.mlstatic.com/722825-MLM43437836731_092020-I.jpg,True,19.38651,-99.17081,MLM815928675
Excelente Departamento Nuevo En Venta En Colonia Del Valle.,Distrito Federal,Benito Juárez,Ampliación Napoles,Augusto Rodin 31 - 402,Departamento,Venta,Usado,4200000,62686.567164179105,MXN,2,2,67.0,m²,https://departamento.mercadolibre.com.mx/MLM-869898875-excelente-departamento-nuevo-en-venta-en-colonia-del-valle-_JM,http://mlm-s2-p.mlstatic.com/765444-MLM44760586026_012021-I.jpg,True,19.386465,-99.18128,MLM869898875
"Departamento En Venta En Del Valle, Benito Juárez, Rah-mx-21-308",Distrito Federal,Benito Juárez,Colonia Del Valle,,Departamento,Venta,not specified,7582800,62667.76859504132,MXN,3,2,121.0,m²,https://departamento.mercadolibre.com.mx/MLM-875501967-departamento-en-venta-en-del-valle-benito-juarez-rah-mx-21-308-_JM,http://mlm-s2-p.mlstatic.com/744985-MLM44906407509_022021-I.jpg,True,19.38173,-99.164986,MLM875501967
Excepcional Departamento En Colonia Del Valle!,Distrito Federal,Benito Juárez,Del Valle Norte,Uvas,Departamento,Venta,Nuevo,12700000,62561.576354679804,MXN,3,3,203.0,m²,https://departamento.mercadolibre.com.mx/MLM-894100500-excepcional-departamento-en-colonia-del-valle-_JM,http://http2.mlstatic.com/D_820500-MLM45273781557_032021-I.jpg,True,19.38046,-99.17371,MLM894100500
Hermoso Departamento En Venta En Zona Excusiva,Distrito Federal,Benito Juárez,Colonia Del Valle,Uvas 00,Departamento,Venta,Nuevo,12700000,62561.576354679804,MXN,3,4,203.0,m²,https://departamento.mercadolibre.com.mx/MLM-882573282-hermoso-departamento-en-venta-en-zona-excusiva-_JM,http://mlm-s1-p.mlstatic.com/922514-MLM45050845756_032021-I.jpg,True,19.38046,-99.17371,MLM882573282
"Departamento En Venta, Vita Del Valle, Colonia Del Valle, Ci",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,5377000,62523.25581395349,MXN,2,2,86.0,m²,https://departamento.mercadolibre.com.mx/MLM-875402169-departamento-en-venta-vita-del-valle-colonia-del-valle-ci-_JM,http://mlm-s2-p.mlstatic.com/853241-MLM44902869564_022021-I.jpg,True,19.38173,-99.164986,MLM875402169
"Departamento Col. Del Valle, Ubicado En El Segundo Piso.",Distrito Federal,Benito Juárez,Colonia Del Valle,Magdalena 466 - 202,Departamento,Venta,Usado,5000000,62500.0,MXN,2,2,80.0,m²,https://departamento.mercadolibre.com.mx/MLM-869898843-departamento-col-del-valle-ubicado-en-el-segundo-piso-_JM,http://mlm-s2-p.mlstatic.com/722365-MLM44760559471_012021-I.jpg,True,19.388823,-99.1727,MLM869898843
Dpto Gabriel Mancera 1027 Del Valle Cdmx Remate Hipo Maw,Distrito Federal,Benito Juárez,Colonia Del Valle,Gabriel Mancera 1027,Departamento,Venta,Usado,6750000,62500.0,MXN,2,2,108.0,m²,https://departamento.mercadolibre.com.mx/MLM-788407496-dpto-gabriel-mancera-1027-del-valle-cdmx-remate-hipo-maw-_JM,http://mlm-s1-p.mlstatic.com/965060-MLM42462266409_072020-I.jpg,True,19.381662,-99.16551,MLM788407496
"Precioso Y Funcional Departamento, Dev-4389",Distrito Federal,Benito Juárez,Colonia Del Valle,AMORES 168,Departamento,Venta,Usado,8960000,62222.22222222222,MXN,3,2,144.0,m²,https://departamento.mercadolibre.com.mx/MLM-875348078-precioso-y-funcional-departamento-dev-4389-_JM,http://http2.mlstatic.com/D_668519-MLM44309483472_122020-I.jpg,True,19.39689,-99.16306,MLM875348078
Departamento En Venta En La Colonia Del Valle 21345 Is,Distrito Federal,Benito Juárez,,Del Valle,Departamento,Venta,Usado,4034865,62074.846153846156,MXN,2,2,65.0,m²,https://departamento.mercadolibre.com.mx/MLM-847820228-departamento-en-venta-en-la-colonia-del-valle-21345-is-_JM,http://http2.mlstatic.com/D_774787-MLM44265968735_122020-I.jpg,True,19.38173,-99.164986,MLM847820228
"Departamento En Venta En Del Valle, Benito Juárez, Rah-mx-21-345",Distrito Federal,Benito Juárez,Colonia Del Valle,,Departamento,Venta,not specified,4034865,62074.846153846156,MXN,2,2,65.0,m²,https://departamento.mercadolibre.com.mx/MLM-874585718-departamento-en-venta-en-del-valle-benito-juarez-rah-mx-21-345-_JM,http://http2.mlstatic.com/D_830706-MLM44873539143_022021-I.jpg,True,19.38173,-99.164986,MLM874585718
Departamento En Venta En Colonia Del Valle 21-345 Ig,Distrito Federal,Benito Juárez,,Del Valle,Departamento,Venta,Usado,4034862,62074.8,MXN,2,2,65.0,m²,https://departamento.mercadolibre.com.mx/MLM-847820160-departamento-en-venta-en-colonia-del-valle-21-345-ig-_JM,http://http2.mlstatic.com/D_605851-MLM44265964313_122020-I.jpg,True,19.38173,-99.164986,MLM847820160
"Departamento Nuevo-exterior En Venta, Del Valle.",Distrito Federal,Benito Juárez,Colonia Del Valle,Martín Mendalde 1036,Departamento,Venta,Nuevo,9000000,62068.96551724138,MXN,3,3,145.0,m²,https://departamento.mercadolibre.com.mx/MLM-867608259-departamento-nuevo-exterior-en-venta-del-valle-_JM,http://mlm-s2-p.mlstatic.com/813709-MLM41699879589_052020-I.jpg,True,19.379534,-99.168106,MLM867608259
Departamento - Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Lindo Departamento con Balcón Para Estrenar.,Departamento,Venta,Nuevo,5326650,61937.79069767442,MXN,2,2,86.0,m²,https://departamento.mercadolibre.com.mx/MLM-883323506-departamento-del-valle-_JM,http://http2.mlstatic.com/D_794090-MLM45061685207_032021-I.jpg,True,19.382338,-99.165245,MLM883323506
Preventa!! Lujoso Garden House Con 2 Patios Exteriores En La Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,González de Cossío 833 depto GARDEN HOUSE 201,Departamento,Venta,Usado,11560860,61493.936170212764,MXN,3,2,188.0,m²,https://departamento.mercadolibre.com.mx/MLM-815932242-preventa-lujoso-garden-house-con-2-patios-exteriores-en-la-del-valle-_JM,http://http2.mlstatic.com/D_685426-MLM43437843921_092020-I.jpg,True,19.380272,-99.17245,MLM815932242
Venta Departamento De Lujo En La Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,Concepción Biestegui,Departamento,Venta,Nuevo,11370000,61459.45945945946,MXN,3,2,185.0,m²,https://departamento.mercadolibre.com.mx/MLM-882431071-venta-departamento-de-lujo-en-la-colonia-del-valle-_JM,http://mlm-s2-p.mlstatic.com/796914-MLM45047154570_032021-I.jpg,True,19.389671,-99.16652,MLM882431071
Amplio Y Exclusivo Departamento En Venta En La Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Concepción Beistegui,Departamento,Venta,Usado,11370000,61459.45945945946,MXN,3,2,185.0,m²,https://departamento.mercadolibre.com.mx/MLM-887435057-amplio-y-exclusivo-departamento-en-venta-en-la-colonia-del-valle-_JM,http://http2.mlstatic.com/D_844735-MLM45140448699_032021-I.jpg,True,19.389671,-99.16652,MLM887435057
"Departamento En Venta En Colonia Del Valle ,90.42m2 ,$5,514,",Distrito Federal,Benito Juárez,Del Valle Centro,NICOLAS SAN JUAN,Departamento,Venta,Nuevo,5514060,61267.333333333336,MXN,2,2,90.0,m²,https://departamento.mercadolibre.com.mx/MLM-872559763-departamento-en-venta-en-colonia-del-valle-9042m2-5514-_JM,http://http2.mlstatic.com/D_867681-MLM44817609468_022021-I.jpg,True,19.382618,-99.16362,MLM872559763
"Departamento En Venta En Colonia Del Valle ,90.42m2 ,$5,507,",Distrito Federal,Benito Juárez,Del Valle Centro,NICOLAS SAN JUAN,Departamento,Venta,Nuevo,5507680,61196.444444444445,MXN,2,2,90.0,m²,https://departamento.mercadolibre.com.mx/MLM-872559762-departamento-en-venta-en-colonia-del-valle-9042m2-5507-_JM,http://http2.mlstatic.com/D_827032-MLM44817609438_022021-I.jpg,True,19.382618,-99.16362,MLM872559762
Casa En Venta En Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Sur,Amores,Casa,Venta,Nuevo,15219666,61123.156626506025,MXN,3,3,249.0,m²,https://casa.mercadolibre.com.mx/MLM-874256570-casa-en-venta-en-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/723252-MLM44861468321_022021-I.jpg,True,19.369295,-99.170006,MLM874256570
Departamento En Venta En Colonia Del Valle Sur,Distrito Federal,Benito Juárez,Del Valle Sur,ANICETO ORTEGA,Departamento,Venta,Nuevo,4149000,61014.705882352944,MXN,2,2,68.0,m²,https://departamento.mercadolibre.com.mx/MLM-796921186-departamento-en-venta-en-colonia-del-valle-sur-_JM,http://http2.mlstatic.com/D_805105-MLM43319162519_082020-I.jpg,True,19.373116,-99.16672,MLM796921186
¡aprovecha Preventa! 8 Casas En La Colonia Del Valle Sur,Distrito Federal,Benito Juárez,Del Valle Sur,Amores,Casa,Venta,Nuevo,15046668,60917.68421052631,MXN,3,3,247.0,m²,https://casa.mercadolibre.com.mx/MLM-768597957-aprovecha-preventa-8-casas-en-la-colonia-del-valle-sur-_JM,http://mlm-s2-p.mlstatic.com/943666-MLM43496522293_092020-I.jpg,True,19.369295,-99.170006,MLM768597957
