Nombre de Publicación,Estado,Ciudad,Colonia,Avenida,Tipo de propiedad,Tipo de Operación,Condición del Inmueble,Precio,Precio por m2,Moneda,Número de recámaras,Número de baños completos,Número de m2,Unidad de medida,Link de la publicación,Foto de publicación,Real State Agency?,Latitud,Longitud,ID
Lujoso Penthouse En Preventa Con Roof Garden En La Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,González Cossío,Departamento,Venta,Usado,11602530,55781.394230769234,MXN,3,2,208.0,m²,https://departamento.mercadolibre.com.mx/MLM-815928676-lujoso-penthouse-en-preventa-con-roof-garden-en-la-del-valle-_JM,http://mlm-s1-p.mlstatic.com/857845-MLM43437744127_092020-I.jpg,True,19.38651,-99.17081,MLM815928676
Departamentos Colonia Del Valle Norte,Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,6972000,55776.0,MXN,2,2,125.0,m²,https://departamento.mercadolibre.com.mx/MLM-892750235-departamentos-colonia-del-valle-norte-_JM,http://http2.mlstatic.com/D_989661-MLM45246189917_032021-I.jpg,True,19.38173,-99.164986,MLM892750235
Departamento. Venta. Del Valle.,Distrito Federal,Benito Juárez,Colonia Del Valle,Av. Coyoacan 308,Departamento,Venta,Usado,3615544,55623.75384615385,MXN,2,2,65.0,m²,https://departamento.mercadolibre.com.mx/MLM-894409581-departamento-venta-del-valle-_JM,http://http2.mlstatic.com/D_823355-MLM41084047817_032020-I.jpg,True,19.394352,-99.166176,MLM894409581
Venta Departamentos En La Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Norte,San Francisco,Departamento,Venta,Nuevo,5450000,55612.244897959186,MXN,2,2,98.0,m²,https://departamento.mercadolibre.com.mx/MLM-882488364-venta-departamentos-en-la-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/687029-MLM45049050018_032021-I.jpg,True,19.392305,-99.17091,MLM882488364
Venta Departamentos Con Amenities En La Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,6777777,55555.54918032787,MXN,2,2,122.0,m²,https://departamento.mercadolibre.com.mx/MLM-837816574-venta-departamentos-con-amenities-en-la-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/942702-MLM44044135956_112020-I.jpg,True,19.38173,-99.164986,MLM837816574
Departamento En Venta En Del Valle Centro,Distrito Federal,Benito Juárez,Colonia Del Valle,Gabriel Mancera,Departamento,Venta,Usado,5720000,55533.98058252427,MXN,2,2,103.0,m²,https://departamento.mercadolibre.com.mx/MLM-876349355-departamento-en-venta-en-del-valle-centro-_JM,http://mlm-s2-p.mlstatic.com/797414-MLM44973070862_022021-I.jpg,True,19.382338,-99.165245,MLM876349355
Departamento En Venta Colonia Del Valle Centro,Distrito Federal,Benito Juárez,Del Valle Centro,BEISTEGUI 435 435,Departamento,Venta,not specified,9394550,55262.05882352941,MXN,3,2,170.0,m²,https://departamento.mercadolibre.com.mx/MLM-775343550-departamento-en-venta-colonia-del-valle-centro-_JM,http://mlm-s1-p.mlstatic.com/964484-MLM41747617143_052020-I.jpg,True,19.388737,-99.16228,MLM775343550
"Skg Vende Departamentos En Colonia Del Valle Norte, Nuevos",Distrito Federal,Benito Juárez,Colonia Del Valle,"SKG Asesores Inmobiliarios Vende Departamento en Colonia Del Valle Norte, Nuevo",Departamento,Venta,Usado,7391000,55156.71641791045,MXN,3,3,134.0,m²,https://departamento.mercadolibre.com.mx/MLM-892713067-skg-vende-departamentos-en-colonia-del-valle-norte-nuevos-_JM,http://http2.mlstatic.com/D_630681-MLM45245873862_032021-I.jpg,True,19.393686,-99.16752,MLM892713067
Venta De Lujosos Departamentos Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,,Departamento,Venta,Nuevo,7541050,55044.16058394161,MXN,2,2,137.0,m²,https://departamento.mercadolibre.com.mx/MLM-844625342-venta-de-lujosos-departamentos-colonia-del-valle-_JM,http://http2.mlstatic.com/D_707253-MLM44197553379_112020-I.jpg,True,19.379715,-99.16772,MLM844625342
Departamento De  2 Recamaras En Colonia Del Valle.,Distrito Federal,Benito Juárez,Del Valle Centro,,Departamento,Venta,Nuevo,4731600,55018.604651162794,MXN,2,2,86.0,m²,https://departamento.mercadolibre.com.mx/MLM-875383427-departamento-de-2-recamaras-en-colonia-del-valle-_JM,http://http2.mlstatic.com/D_889463-MLM44902414751_022021-I.jpg,True,19.379715,-99.16772,MLM875383427
"Ph En Cerrada Eugenia, Colonia Del Valle Centro Con Roof Garden Privativo De 120 M2 En El Corazón De La Del Valle",Distrito Federal,Benito Juárez,Del Valle Centro,Cerrada de Eugenia 25,Departamento,Venta,not specified,6600000,55000.0,MXN,3,2,120.0,m²,https://departamento.mercadolibre.com.mx/MLM-898078160-ph-en-cerrada-eugenia-colonia-del-valle-centro-con-roof-garden-privativo-de-120-m2-en-el-corazon-de-la-del-valle-_JM,http://http2.mlstatic.com/D_752842-MLM45360776015_032021-I.jpg,True,19.388546,-99.166084,MLM898078160
Hermoso Ph Con Excelente Terraza En La Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Eugenia 000,Departamento,Venta,Usado,6600000,55000.0,MXN,3,3,120.0,m²,https://departamento.mercadolibre.com.mx/MLM-866056626-hermoso-ph-con-excelente-terraza-en-la-del-valle-_JM,http://http2.mlstatic.com/D_987720-MLM43327735621_092020-I.jpg,True,19.386898,-99.16506,MLM866056626
"Venta Excelentes Departamentos Para Estrenar, Del Valle",Distrito Federal,Benito Juárez,Colonia Del Valle,Gabriel Mancera 000,Departamento,Venta,Nuevo,5720000,55000.0,MXN,2,2,104.0,m²,https://departamento.mercadolibre.com.mx/MLM-871482311-venta-excelentes-departamentos-para-estrenar-del-valle-_JM,http://http2.mlstatic.com/D_633822-MLM44796905768_022021-I.jpg,True,19.400078,-99.161156,MLM871482311
Penthouse Del Valle Norte,Distrito Federal,Benito Juárez,Colonia Del Valle,gabriel mancera  327,Departamento,Venta,not specified,10158500,55000.0,MXN,3,5,184.7,m²,https://departamento.mercadolibre.com.mx/MLM-879659420-penthouse-del-valle-norte-_JM,http://http2.mlstatic.com/D_634351-MLM43922278394_102020-I.jpg,False,19.392971,-99.163,MLM879659420
"Hermoso Penthouse Con Roof Garden, Dev-4361",Distrito Federal,Benito Juárez,Colonia Del Valle,PILARES 480,Departamento,Venta,Usado,7800000,54929.57746478873,MXN,3,2,142.0,m²,https://departamento.mercadolibre.com.mx/MLM-875353926-hermoso-penthouse-con-roof-garden-dev-4361-_JM,http://http2.mlstatic.com/D_758193-MLM44126752904_112020-I.jpg,True,19.377748,-99.16474,MLM875353926
Venta Departamentos En La Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Norte,San Francisco,Departamento,Venta,Nuevo,4500000,54878.04878048781,MXN,1,1,82.0,m²,https://departamento.mercadolibre.com.mx/MLM-882491927-venta-departamentos-en-la-colonia-del-valle-_JM,http://http2.mlstatic.com/D_806076-MLM45048946136_032021-I.jpg,True,19.392305,-99.17091,MLM882491927
"Amplio Departamento, Colonia Del Valle, Benito Juárez. Cdmx",Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Nuevo,5750000,54761.90476190476,MXN,3,2,105.0,m²,https://departamento.mercadolibre.com.mx/MLM-863407661-amplio-departamento-colonia-del-valle-benito-juarez-cdmx-_JM,http://mlm-s2-p.mlstatic.com/903939-MLM44597153870_012021-I.jpg,True,19.38173,-99.164986,MLM863407661
"Departamento En Venta En Del Valle, Benito Juárez, Rah-mx-21-2874",Distrito Federal,Benito Juárez,Colonia Del Valle,,Departamento,Venta,Usado,5200000,54736.84210526316,MXN,2,2,95.0,m²,https://departamento.mercadolibre.com.mx/MLM-876382136-departamento-en-venta-en-del-valle-benito-juarez-rah-mx-21-2874-_JM,http://mlm-s1-p.mlstatic.com/739037-MLM44938302339_022021-I.jpg,True,19.38173,-99.164986,MLM876382136
Departamento En La Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,amores 33 33,Departamento,Venta,Usado,4100000,54666.666666666664,MXN,2,2,75.0,m²,https://departamento.mercadolibre.com.mx/MLM-869594976-departamento-en-la-del-valle-_JM,http://mlm-s1-p.mlstatic.com/660788-MLM42962236691_072020-I.jpg,True,19.400085,-99.162834,MLM869594976
Depto En Venta Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Norte,amores 33,Departamento,Venta,Usado,4100000,54666.666666666664,MXN,2,2,75.0,m²,https://departamento.mercadolibre.com.mx/MLM-869592373-depto-en-venta-colonia-del-valle-_JM,http://mlm-s2-p.mlstatic.com/782250-MLM43249278803_082020-I.jpg,True,19.400085,-99.162834,MLM869592373
Se Vende Departamento En La Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,amores 33,Departamento,Venta,Usado,4100000,54666.666666666664,MXN,2,2,75.0,m²,https://departamento.mercadolibre.com.mx/MLM-869594980-se-vende-departamento-en-la-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/817631-MLM43145813450_082020-I.jpg,True,19.400085,-99.162834,MLM869594980
Departamento En Venta Colonia Del Valle (acacias),Distrito Federal,Benito Juárez,Del Valle Sur,"AV. COYOACAN 1617, COLONIA DEL VALLE BENITO JUAREZ CIUDAD DE MEXICO 1617",Departamento,Venta,Usado,4910000,54555.555555555555,MXN,2,2,90.0,m²,https://departamento.mercadolibre.com.mx/MLM-839366799-departamento-en-venta-colonia-del-valle-acacias-_JM,http://mlm-s2-p.mlstatic.com/764346-MLM44917129378_022021-I.jpg,True,19.367102,-99.17268,MLM839366799
Estrena Exclusivo Town House Con Balcón + Terraza | 2 Estac,Distrito Federal,Benito Juárez,Colonia Del Valle,Juan Sanchez Azcona 1348,Departamento,Venta,Nuevo,9413000,54549.14232730644,MXN,3,3,172.56,m²,https://departamento.mercadolibre.com.mx/MLM-863417276-estrena-exclusivo-town-house-con-balcon-terraza-2-estac-_JM,http://mlm-s1-p.mlstatic.com/853159-MLM44598004573_012021-I.jpg,True,19.37823,-99.1638,MLM863417276
Estrene Departamento En Venta En La Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,GABRIEL MANCERA,Departamento,Venta,Nuevo,5940500,54500.0,MXN,2,2,109.0,m²,https://departamento.mercadolibre.com.mx/MLM-863576854-estrene-departamento-en-venta-en-la-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/808901-MLM44606241458_012021-I.jpg,True,19.384386,-99.164734,MLM863576854
Departamento Nuevo En Venta Completamente Amueblado,Distrito Federal,Benito Juárez,Colonia Del Valle,av coyoacan 33,Departamento,Venta,Usado,3650000,54477.611940298506,MXN,2,2,67.0,m²,https://departamento.mercadolibre.com.mx/MLM-819406306-departamento-nuevo-en-venta-completamente-amueblado-_JM,http://http2.mlstatic.com/D_634527-MLM43516624140_092020-I.jpg,True,19.398829,-99.16778,MLM819406306
Departamento En Venta En Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,Av Cuauhtemoc 1,Departamento,Venta,Nuevo,5530000,54439.85036424493,MXN,3,2,101.58,m²,https://departamento.mercadolibre.com.mx/MLM-865405309-departamento-en-venta-en-colonia-del-valle-_JM,http://http2.mlstatic.com/D_736267-MLM44653368491_012021-I.jpg,True,19.406027,-99.15515,MLM865405309
Departamento Town House Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,,Departamento,Venta,Nuevo,9413000,54410.40462427746,MXN,3,3,173.0,m²,https://departamento.mercadolibre.com.mx/MLM-875386691-departamento-town-house-colonia-del-valle-_JM,http://http2.mlstatic.com/D_816689-MLM44902411767_022021-I.jpg,True,19.379715,-99.16772,MLM875386691
Departamento En Venta Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Colonia del Valle Centro 0,Departamento,Venta,Nuevo,8396928,54370.16317016317,MXN,3,3,154.44,m²,https://departamento.mercadolibre.com.mx/MLM-889247147-departamento-en-venta-colonia-del-valle-_JM,http://http2.mlstatic.com/D_718175-MLM42157524432_062020-I.jpg,True,19.38173,-99.164986,MLM889247147
Townhouse  En Venta Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Colonia del Valle Centro 0,Casa,Venta,Usado,8396928,54370.16317016317,MXN,3,3,154.44,m²,https://casa.mercadolibre.com.mx/MLM-889250714-townhouse-en-venta-colonia-del-valle-_JM,http://http2.mlstatic.com/D_718175-MLM42157524432_062020-I.jpg,True,19.38173,-99.164986,MLM889250714
Venta Departamento Col. Del Valle Entre Amores Y Mier Y Pesa,Distrito Federal,Benito Juárez,Colonia Del Valle,Obrero Mundial 0000,Departamento,Venta,Usado,3800000,54285.71428571428,MXN,2,2,70.0,m²,https://departamento.mercadolibre.com.mx/MLM-892638656-venta-departamento-col-del-valle-entre-amores-y-mier-y-pesa-_JM,http://http2.mlstatic.com/D_609656-MLM45244208398_032021-I.jpg,True,19.377705,-99.17738,MLM892638656
"Departamento En Venta En Del Valle, Benito Juárez, Rah-mx-21-347",Distrito Federal,Benito Juárez,Colonia Del Valle,,Departamento,Venta,not specified,4229000,54217.94871794872,MXN,2,2,78.0,m²,https://departamento.mercadolibre.com.mx/MLM-874585717-departamento-en-venta-en-del-valle-benito-juarez-rah-mx-21-347-_JM,http://http2.mlstatic.com/D_719431-MLM44873539103_022021-I.jpg,True,19.38173,-99.164986,MLM874585717
Venta Departamento Seminuevo En La Colonia Del Valle Sur,Distrito Federal,Benito Juárez,Del Valle Sur,Cda. Coyoacan,Departamento,Venta,Usado,3900000,54166.666666666664,MXN,1,1,72.0,m²,https://departamento.mercadolibre.com.mx/MLM-882417976-venta-departamento-seminuevo-en-la-colonia-del-valle-sur-_JM,http://mlm-s1-p.mlstatic.com/849417-MLM45144225439_032021-I.jpg,True,19.374866,-99.17111,MLM882417976
Departamento En Venta En La Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,Aniceto Ortega,Departamento,Venta,Nuevo,7200000,54135.338345864664,MXN,3,3,133.0,m²,https://departamento.mercadolibre.com.mx/MLM-873883102-departamento-en-venta-en-la-colonia-del-valle-_JM,http://http2.mlstatic.com/D_657790-MLM44849630962_022021-I.jpg,True,19.379694,-99.16511,MLM873883102
Departamento De 2 Recamaras En Colonia Del Valle.,Distrito Federal,Benito Juárez,Del Valle Centro,,Departamento,Venta,Nuevo,5410370,54103.7,MXN,2,2,100.0,m²,https://departamento.mercadolibre.com.mx/MLM-875381168-departamento-de-2-recamaras-en-colonia-del-valle-_JM,http://http2.mlstatic.com/D_895399-MLM44902415376_022021-I.jpg,True,19.379715,-99.16772,MLM875381168
Excelente Departamento En El Corazon De La Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Sur,HERIBERTO FRIAS,Departamento,Venta,Usado,6700000,54032.25806451613,MXN,3,2,124.0,m²,https://departamento.mercadolibre.com.mx/MLM-836621362-excelente-departamento-en-el-corazon-de-la-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/698523-MLM44014002804_112020-I.jpg,True,19.375053,-99.16392,MLM836621362
Departamento En Venta En Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Aniceto Ortega 1,Departamento,Venta,Usado,4049000,53986.666666666664,MXN,2,2,75.0,m²,https://departamento.mercadolibre.com.mx/MLM-684856438-departamento-en-venta-en-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/630088-MLM30783417106_052019-I.jpg,True,19.373116,-99.16672,MLM684856438
Venta De Hermoso Departamento Nuevo De 75.2m2 En Colonia Del,Distrito Federal,Benito Juárez,Del Valle Sur,,Departamento,Venta,Nuevo,4049000,53986.666666666664,MXN,2,2,75.0,m²,https://departamento.mercadolibre.com.mx/MLM-896481043-venta-de-hermoso-departamento-nuevo-de-752m2-en-colonia-del-_JM,http://http2.mlstatic.com/D_655154-MLM45323462741_032021-I.jpg,True,19.366802,-99.1725,MLM896481043
Venta De Hermoso Departamento Nuevo De 76.7m2 En Colonia Del,Distrito Federal,Benito Juárez,Del Valle Sur,,Departamento,Venta,Nuevo,4099000,53934.21052631579,MXN,2,2,76.0,m²,https://departamento.mercadolibre.com.mx/MLM-896480996-venta-de-hermoso-departamento-nuevo-de-767m2-en-colonia-del-_JM,http://http2.mlstatic.com/D_973036-MLM45323459854_032021-I.jpg,True,19.366802,-99.1725,MLM896480996
Departamento En Venta En Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Aniceto Ortega 1,Departamento,Venta,Usado,4099000,53934.21052631579,MXN,2,2,76.0,m²,https://departamento.mercadolibre.com.mx/MLM-685490870-departamento-en-venta-en-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/831234-MLM30830364461_052019-I.jpg,True,19.373116,-99.16672,MLM685490870
"Departamento En Venta En Del Valle, Benito Juárez, Rah-mx-21-2804",Distrito Federal,Benito Juárez,Colonia Del Valle,,Departamento,Venta,Nuevo,4800000,53932.58426966292,MXN,2,2,89.0,m²,https://departamento.mercadolibre.com.mx/MLM-875756260-departamento-en-venta-en-del-valle-benito-juarez-rah-mx-21-2804-_JM,http://mlm-s1-p.mlstatic.com/780905-MLM44914105316_022021-I.jpg,True,19.38173,-99.164986,MLM875756260
Venta Departamento En Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Sur,Adolfo Prieto 1743,Departamento,Venta,Usado,5350000,53500.0,MXN,2,2,100.0,m²,https://departamento.mercadolibre.com.mx/MLM-869965347-venta-departamento-en-colonia-del-valle-_JM,http://mlm-s2-p.mlstatic.com/996967-MLM43946639137_102020-I.jpg,True,19.366383,-99.17424,MLM869965347
Departamento Ph En Venta En Colonia Del Valle Norte Con 3 Recamaras Y Techos Triple Altura,Distrito Federal,Benito Juárez,Del Valle Norte,,Departamento,Venta,Usado,8881000,53500.0,MXN,3,3,166.0,m²,https://departamento.mercadolibre.com.mx/MLM-849274449-departamento-ph-en-venta-en-colonia-del-valle-norte-con-3-recamaras-y-techos-triple-altura-_JM,http://http2.mlstatic.com/D_637999-MLM44300728236_122020-I.jpg,True,19.38173,-99.164986,MLM849274449
Departamento En Venta O Renta Nuevo Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Sur,SAN FRANCISCO,Departamento,Venta,Nuevo,6785000,53425.1968503937,MXN,3,2,127.0,m²,https://departamento.mercadolibre.com.mx/MLM-895076973-departamento-en-venta-o-renta-nuevo-colonia-del-valle-_JM,http://http2.mlstatic.com/D_982350-MLM45295034364_032021-I.jpg,True,19.372759,-99.175644,MLM895076973
Excelente Departamento Moderno Tipo Loft,Distrito Federal,Benito Juárez,Colonia Del Valle,Eugenia 314,Departamento,Venta,Usado,7900000,53378.37837837838,MXN,3,3,148.0,m²,https://departamento.mercadolibre.com.mx/MLM-899312473-excelente-departamento-moderno-tipo-loft-_JM,http://http2.mlstatic.com/D_651459-MLM44124240532_112020-I.jpg,True,19.388378,-99.17133,MLM899312473
Dpto Miguel Laurent 859 Del Valle Cdmx Remate Hipot Maw,Distrito Federal,Benito Juárez,Colonia Del Valle,Miguel Laurent 859,Departamento,Venta,Usado,4800000,53333.333333333336,MXN,3,1,90.0,m²,https://departamento.mercadolibre.com.mx/MLM-788414522-dpto-miguel-laurent-859-del-valle-cdmx-remate-hipot-maw-_JM,http://http2.mlstatic.com/D_773841-MLM42462218228_072020-I.jpg,True,19.374235,-99.16086,MLM788414522
Venta De Departamento En Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Sur,Uvas,Departamento,Venta,Nuevo,9750000,53278.688524590165,MXN,3,3,183.0,m²,https://departamento.mercadolibre.com.mx/MLM-835741051-venta-de-departamento-en-colonia-del-valle-_JM,http://http2.mlstatic.com/D_899572-MLM43994967462_112020-I.jpg,True,19.38046,-99.17371,MLM835741051
Departamento En Venta O Renta Nuevo Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Sur,SAN FRANCISCO,Departamento,Venta,Nuevo,5433000,53264.705882352944,MXN,3,2,102.0,m²,https://departamento.mercadolibre.com.mx/MLM-895082114-departamento-en-venta-o-renta-nuevo-colonia-del-valle-_JM,http://http2.mlstatic.com/D_725802-MLM45295036996_032021-I.jpg,True,19.372759,-99.175644,MLM895082114
"En Venta Departamentos En Colonia Del Valle, Benito Juárez, Cdmx",Distrito Federal,Benito Juárez,Colonia Del Valle,Yukon,Departamento,Venta,Usado,4950000,53225.8064516129,MXN,2,2,93.0,m²,https://departamento.mercadolibre.com.mx/MLM-793805082-en-venta-departamentos-en-colonia-del-valle-benito-juarez-cdmx-_JM,http://mlm-s1-p.mlstatic.com/933252-MLM42656678254_072020-I.jpg,True,19.401533,-99.163185,MLM793805082
Departamento Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,Av. Colonia del valle,Departamento,Venta,Nuevo,4250000,53125.0,MXN,2,2,80.0,m²,https://departamento.mercadolibre.com.mx/MLM-877561733-departamento-colonia-del-valle-_JM,http://http2.mlstatic.com/D_947574-MLM44965374213_022021-I.jpg,True,19.387955,-99.169754,MLM877561733
Departamento 2 Recamaras Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Mier y Pesado 200,Departamento,Venta,Usado,3771000,53112.67605633803,MXN,2,2,71.0,m²,https://departamento.mercadolibre.com.mx/MLM-895164637-departamento-2-recamaras-colonia-del-valle-_JM,http://http2.mlstatic.com/D_809627-MLM45297162505_032021-I.jpg,True,19.39722,-99.16467,MLM895164637
Departamento En Venta En Cerrada Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,CERRADA DE AMORES 0,Departamento,Venta,Usado,4300000,53086.41975308642,MXN,3,2,81.0,m²,https://departamento.mercadolibre.com.mx/MLM-830078361-departamento-en-venta-en-cerrada-del-valle-_JM,http://mlm-s2-p.mlstatic.com/856931-MLM40814023838_022020-I.jpg,True,19.395256,-99.16282,MLM830078361
Departamento Del Valle    148m2,Distrito Federal,Benito Juárez,Colonia Del Valle,PROVIDENCIA 938,Departamento,Venta,Usado,7850000,53040.54054054054,MXN,3,2,148.0,m²,https://departamento.mercadolibre.com.mx/MLM-865918776-departamento-del-valle-148m2-_JM,http://mlm-s1-p.mlstatic.com/938571-MLM43083927483_082020-I.jpg,True,19.386333,-99.16998,MLM865918776
Patricio Sanz 812excelente Departamento,Distrito Federal,Benito Juárez,Colonia Del Valle,Patricio Sanz 812,Departamento,Venta,Nuevo,5090000,53020.833333333336,MXN,2,2,96.0,m²,https://departamento.mercadolibre.com.mx/MLM-834030691-patricio-sanz-812excelente-departamento-_JM,http://mlm-s2-p.mlstatic.com/751609-MLM31002242152_062019-I.jpg,True,19.38771,-99.171074,MLM834030691
Sh Departamento En Venta En Del Valle Con Doble Balcón,Distrito Federal,Benito Juárez,Colonia Del Valle,Eugenia 316,Departamento,Venta,Usado,9900000,52941.17647058824,MXN,3,3,187.0,m²,https://departamento.mercadolibre.com.mx/MLM-855561632-sh-departamento-en-venta-en-del-valle-con-doble-balcon-_JM,http://http2.mlstatic.com/D_788869-MLM44437956422_122020-I.jpg,True,19.38866,-99.172195,MLM855561632
Nuevo Departamento En Venta 124 M2 En Colonia Del Valle.,Distrito Federal,Benito Juárez,Del Valle Centro,,Departamento,Venta,Nuevo,6562500,52923.3870967742,MXN,2,2,124.0,m²,https://departamento.mercadolibre.com.mx/MLM-896498254-nuevo-departamento-en-venta-124-m2-en-colonia-del-valle-_JM,http://http2.mlstatic.com/D_620652-MLM45323563053_032021-I.jpg,True,19.379715,-99.16772,MLM896498254
"Departamento En Venta En Del Valle, Benito Juárez, Rah-mx-21-350",Distrito Federal,Benito Juárez,Colonia Del Valle,,Departamento,Venta,not specified,5224800,52775.757575757576,MXN,2,2,99.0,m²,https://departamento.mercadolibre.com.mx/MLM-874588230-departamento-en-venta-en-del-valle-benito-juarez-rah-mx-21-350-_JM,http://http2.mlstatic.com/D_806489-MLM44873538933_022021-I.jpg,True,19.379406,-99.15914,MLM874588230
"Estupendo Departamento En Venta En Aniceto Ortega, Del Valle",Distrito Federal,Benito Juárez,Colonia Del Valle,Aniceto Ortega  1326,Departamento,Venta,Nuevo,11500000,52752.293577981654,MXN,3,4,218.0,m²,https://departamento.mercadolibre.com.mx/MLM-850537407-estupendo-departamento-en-venta-en-aniceto-ortega-del-valle-_JM,http://http2.mlstatic.com/D_955133-MLM44334871399_122020-I.jpg,True,19.367762,-99.16803,MLM850537407
En Venta Increíble Departamento En La Colonia Del Valle,Distrito Federal,Benito Juárez,Acacias,LÓPEZ COTILLA 815 COL DEL VALLE BENITO JUAREZ,Departamento,Venta,Nuevo,6750628,52739.28125,MXN,2,2,128.0,m²,https://departamento.mercadolibre.com.mx/MLM-755634711-en-venta-increible-departamento-en-la-colonia-del-valle-_JM,http://http2.mlstatic.com/D_904546-MLM44731392162_012021-I.jpg,True,19.3863,-99.1653,MLM755634711
"Venta Departamento Del Valle Sur $7540,000",Distrito Federal,Benito Juárez,Colonia Del Valle,Moras 425,Departamento,Venta,not specified,7540000,52727.27272727273,MXN,2,2,143.0,m²,https://departamento.mercadolibre.com.mx/MLM-898849686-venta-departamento-del-valle-sur-7540000-_JM,http://http2.mlstatic.com/D_758491-MLM45379723662_032021-I.jpg,True,19.373766,-99.173965,MLM898849686
Avenida Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,Av Colonia del Valle 632,Departamento,Venta,Nuevo,4200000,52500.0,MXN,2,2,80.0,m²,https://departamento.mercadolibre.com.mx/MLM-877542588-avenida-colonia-del-valle-_JM,http://http2.mlstatic.com/D_670785-MLM44964416002_022021-I.jpg,True,19.38931,-99.16757,MLM877542588
Departamentos Nuevos En Venta Colonia Actipan-del Valle,Distrito Federal,Benito Juárez,Del Valle Sur,San Francisco,Departamento,Venta,Nuevo,5399000,52417.47572815534,MXN,3,2,103.0,m²,https://departamento.mercadolibre.com.mx/MLM-833475590-departamentos-nuevos-en-venta-colonia-actipan-del-valle-_JM,http://mlm-s1-p.mlstatic.com/819213-MLM43942055636_102020-I.jpg,True,19.372759,-99.175644,MLM833475590
Venta Departamento De Lujo En La Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,Concepción Biestegui,Departamento,Venta,Nuevo,14400000,52363.63636363636,MXN,3,2,275.0,m²,https://departamento.mercadolibre.com.mx/MLM-882438641-venta-departamento-de-lujo-en-la-colonia-del-valle-_JM,http://http2.mlstatic.com/D_806020-MLM45047326213_032021-I.jpg,True,19.389671,-99.16652,MLM882438641
Departamento Duplex Con Roof Garden En La Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Concepción Beistegui,Departamento,Venta,Usado,14400000,52363.63636363636,MXN,3,3,275.0,m²,https://departamento.mercadolibre.com.mx/MLM-797898286-departamento-duplex-con-roof-garden-en-la-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/845042-MLM45140442672_032021-I.jpg,True,19.389671,-99.16652,MLM797898286
Ph Para Estrenar Con Roof Garden En La Mejor Zona De Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Concepción Beistegui,Departamento,Venta,Usado,14400000,52363.63636363636,MXN,3,2,275.0,m²,https://departamento.mercadolibre.com.mx/MLM-815074241-ph-para-estrenar-con-roof-garden-en-la-mejor-zona-de-del-valle-_JM,http://http2.mlstatic.com/D_788725-MLM43417495338_092020-I.jpg,True,19.389671,-99.16652,MLM815074241
Bonito Y Exclusivo Departamento En Venta,Distrito Federal,Benito Juárez,Colonia Del Valle,Uvas 00,Departamento,Venta,Nuevo,9700000,52150.5376344086,MXN,3,3,186.0,m²,https://departamento.mercadolibre.com.mx/MLM-882593778-bonito-y-exclusivo-departamento-en-venta-_JM,http://mlm-s1-p.mlstatic.com/608909-MLM45051065768_032021-I.jpg,True,19.38046,-99.17371,MLM882593778
