Nombre de Publicación,Estado,Ciudad,Colonia,Avenida,Tipo de propiedad,Tipo de Operación,Condición del Inmueble,Precio,Precio por m2,Moneda,Número de recámaras,Número de baños completos,Número de m2,Unidad de medida,Link de la publicación,Foto de publicación,Real State Agency?,Latitud,Longitud,ID,updated_at
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Eugenio Sue,Departamento,Venta,not specified,24000000,87591.24088,MXN,3,3,274,m²,https://departamento.mercadolibre.com.mx/MLM-758091579-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/804818-MLM40814564152_022020-I.jpg,TRUE,19.433655,-99.19402,MLM758091579,04/12/2021
"Casa En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Lomas de los Angeles del Pueblo Tetelpan,Calzada Desierto de los Leones,Casa,Venta,not specified,7800000,28467.15328,MXN,4,4,274,m²,https://casa.mercadolibre.com.mx/MLM-817738227-casa-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_853106-MLM43470917657_092020-I.jpg,TRUE,19.343288,-99.21595,MLM817738227,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Lomas Del Chamizal,Av. Stim,Departamento,Venta,not specified,16500000,60218.9781,MXN,3,3,274,m²,https://departamento.mercadolibre.com.mx/MLM-807684358-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/759843-MLM43229944143_082020-I.jpg,TRUE,19.392717,-99.25996,MLM807684358,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Lomas de Chapultepec I Sección,Paseo de las Palmas,Departamento,Venta,not specified,18000000,65934.06593,MXN,2,2,273,m²,https://departamento.mercadolibre.com.mx/MLM-784566167-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/859380-MLM42175553675_062020-I.jpg,TRUE,19.411036,-99.22981,MLM784566167,04/12/2021
"Penthouse En San Jerónimo, Ciudad De México",Distrito Federal,La Magdalena Contreras,San Jerónimo Lídice,Adolfo Ruiz Cortinez,Departamento,Venta,not specified,11000000,40293.04029,MXN,2,3,273,m²,https://departamento.mercadolibre.com.mx/MLM-895718107-penthouse-en-san-jeronimo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_838342-MLM45401006230_032021-I.jpg,TRUE,19.324778,-99.21497,MLM895718107,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Campos Eliseos,Departamento,Venta,not specified,36614640,134119.5604,MXN,3,3,273,m²,https://departamento.mercadolibre.com.mx/MLM-807681356-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_614462-MLM43229775276_082020-I.jpg,TRUE,19.428038,-99.19343,MLM807681356,04/12/2021
"Departamento En Venta, La Magdalena Contreras, Ciudad De México",Distrito Federal,La Magdalena Contreras,El Toro,Nube,Departamento,Venta,not specified,15980000,58750,MXN,3,3,272,m²,https://departamento.mercadolibre.com.mx/MLM-807677852-departamento-en-venta-la-magdalena-contreras-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/710410-MLM43233474202_082020-I.jpg,TRUE,19.312044,-99.24293,MLM807677852,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Bosque De Las Lomas,Secretaria de Marina,Departamento,Venta,not specified,17000000,62500,MXN,3,3,272,m²,https://departamento.mercadolibre.com.mx/MLM-758137150-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/818077-MLM40816437983_022020-I.jpg,TRUE,19.389688,-99.26513,MLM758137150,04/12/2021
"Casa En Venta, San Jerónimo Lidice, Ciudad De México",Distrito Federal,La Magdalena Contreras,San Jerónimo Lídice,Héroes de Padierna 22,Casa,Venta,Usado,11000000,40740.74074,MXN,3,4,270,m²,https://casa.mercadolibre.com.mx/MLM-885186025-casa-en-venta-san-jeronimo-lidice-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_665195-MLM45094176660_032021-I.jpg,TRUE,19.328709,-99.2245,MLM885186025,04/12/2021
"Casa En Venta, Iztapalapa, Ciudad De México",Distrito Federal,Iztapalapa,Santa María Aztahuacán,RICARDO FLORES MAGON 11,Casa,Venta,not specified,3890000,14407.40741,MXN,6,2,270,m²,https://casa.mercadolibre.com.mx/MLM-886554891-casa-en-venta-iztapalapa-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_629042-MLM45118900873_032021-I.jpg,TRUE,19.364494,-99.03964,MLM886554891,04/12/2021
"Casa En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Bosques De Tarango,Av. Centenario,Casa,Venta,not specified,7500000,27777.77778,MXN,2,2,270,m²,https://casa.mercadolibre.com.mx/MLM-877953934-casa-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_947345-MLM44972501034_022021-I.jpg,TRUE,19.351215,-99.248856,MLM877953934,04/12/2021
Casa En Venta De Cantil Del Pedregal Coyoacán Cuidad De México En Paseo Del Cantol 12,Distrito Federal,Alvaro Obregón,Delegación Política Álvaro Obregón,,Casa,Venta,Usado,12600000,46666.66667,MXN,3,3,270,m²,https://casa.mercadolibre.com.mx/MLM-873592433-casa-en-venta-de-cantil-del-pedregal-coyoacan-cuidad-de-mexico-en-paseo-del-cantol-12-_JM,http://http2.mlstatic.com/D_812504-MLM44842593201_022021-I.jpg,TRUE,19.360533,-99.22671,MLM873592433,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Galileo,Departamento,Venta,not specified,21000000,77777.77778,MXN,3,3,270,m²,https://departamento.mercadolibre.com.mx/MLM-758132360-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/677979-MLM40815753326_022020-I.jpg,TRUE,19.433588,-99.192535,MLM758132360,04/12/2021
"Casa En Venta, Xochimilco, Ciudad De México",Distrito Federal,Xochimilco,Barrio 18,Canal Cuztitla,Casa,Venta,not specified,3900000,14444.44444,MXN,3,2,270,m²,https://casa.mercadolibre.com.mx/MLM-890611149-casa-en-venta-xochimilco-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_777450-MLM45203588750_032021-I.jpg,TRUE,19.279533,-99.111435,MLM890611149,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Socrates,Departamento,Venta,not specified,15900000,59328.35821,MXN,3,3,268,m²,https://departamento.mercadolibre.com.mx/MLM-758110236-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/882794-MLM40815057441_022020-I.jpg,TRUE,19.454332,-99.20029,MLM758110236,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Polanco,Departamento,Venta,not specified,26250000,98314.60674,MXN,2,2,267,m²,https://departamento.mercadolibre.com.mx/MLM-807688323-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_952983-MLM43230827905_082020-I.jpg,TRUE,19.435736,-99.21197,MLM807688323,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,Bosque de Tabachines,Departamento,Venta,not specified,11600000,43445.69288,MXN,3,3,267,m²,https://departamento.mercadolibre.com.mx/MLM-758136918-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_773342-MLM40816544019_022020-I.jpg,TRUE,19.387194,-99.255135,MLM758136918,04/12/2021
"Casa En Venta, Coyoacán, Ciudad De México",Distrito Federal,Coyoacán,Los Cipreses,Jorge Ruíz Reyes 60,Casa,Venta,Usado,5500000,20676.69173,MXN,3,4,266,m²,https://casa.mercadolibre.com.mx/MLM-875595865-casa-en-venta-coyoacan-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/952034-MLM44909803348_022021-I.jpg,TRUE,19.319742,-99.12788,MLM875595865,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Lomas Del Chamizal,Secretaría de Marina,Departamento,Venta,not specified,15900000,60000,MXN,3,3,265,m²,https://departamento.mercadolibre.com.mx/MLM-759861382-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/799423-MLM40920855344_022020-I.jpg,TRUE,19.389688,-99.26513,MLM759861382,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Tres Picos,Departamento,Venta,not specified,30000000,113636.3636,MXN,3,3,264,m²,https://departamento.mercadolibre.com.mx/MLM-794648583-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/723554-MLM42699314639_072020-I.jpg,TRUE,19.42876,-99.18896,MLM794648583,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Tres Picos,Departamento,Venta,not specified,21490000,81401.51515,MXN,3,3,264,m²,https://departamento.mercadolibre.com.mx/MLM-897431316-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_801069-MLM45346115272_032021-I.jpg,TRUE,19.42876,-99.18896,MLM897431316,04/12/2021
"Casa En Condominio En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Nápoles,Dallas,Casa,Venta,not specified,12900000,48863.63636,MXN,3,3,264,m²,https://casa.mercadolibre.com.mx/MLM-897426305-casa-en-condominio-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_933268-MLM45346145315_032021-I.jpg,TRUE,19.39726,-99.175835,MLM897426305,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Narvarte Poniente,Anaxágoras,Departamento,Venta,not specified,8200000,31417.62452,MXN,3,2,261,m²,https://departamento.mercadolibre.com.mx/MLM-807677849-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/642357-MLM43233443184_082020-I.jpg,TRUE,19.389502,-99.15738,MLM807677849,04/12/2021
"Casa En Venta, Tlalpan, Ciudad De México",Distrito Federal,Tlalpan,Popular Santa Teresa,YUCALPETEN NUM 1,Casa,Venta,not specified,4250000,16346.15385,MXN,5,2,260,m²,https://casa.mercadolibre.com.mx/MLM-886554931-casa-en-venta-tlalpan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_608515-MLM45118916011_032021-I.jpg,TRUE,19.295013,-99.222244,MLM886554931,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Tizapán,Iglesia,Departamento,Venta,not specified,9500000,36538.46154,MXN,2,2,260,m²,https://departamento.mercadolibre.com.mx/MLM-807679187-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/889991-MLM43229118874_082020-I.jpg,TRUE,19.335386,-99.19959,MLM807679187,04/12/2021
"Casa En Venta, Gustavo A. Madero, Ciudad De México",Distrito Federal,Gustavo A. Madero,Lindavista Sur,Callao,Casa,Venta,not specified,6430000,24730.76923,MXN,3,2,260,m²,https://casa.mercadolibre.com.mx/MLM-897430920-casa-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_634308-MLM45346079042_032021-I.jpg,TRUE,19.489527,-99.12543,MLM897430920,04/12/2021
"Casa En Venta, Tlalpan, Ciudad De México",Distrito Federal,Tlalpan,Lomas Hidalgo,POLKAS,Casa,Venta,not specified,3400000,13076.92308,MXN,3,2,260,m²,https://casa.mercadolibre.com.mx/MLM-886558166-casa-en-venta-tlalpan-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/727786-MLM45118900314_032021-I.jpg,TRUE,19.273844,-99.21609,MLM886558166,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Socrates,Departamento,Venta,not specified,15500000,60077.51938,MXN,3,3,258,m²,https://departamento.mercadolibre.com.mx/MLM-844255389-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/877059-MLM44190055372_112020-I.jpg,TRUE,19.437857,-99.203926,MLM844255389,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Sócrates,Departamento,Venta,not specified,16500000,63953.48837,MXN,3,3,258,m²,https://departamento.mercadolibre.com.mx/MLM-831929326-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_618139-MLM43865438743_102020-I.jpg,TRUE,19.454332,-99.20029,MLM831929326,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Lomas Del Chamizal,Av. Secretaría de Marina,Departamento,Venta,not specified,12200000,47470.81712,MXN,3,3,257,m²,https://departamento.mercadolibre.com.mx/MLM-897430936-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_762685-MLM45346078394_032021-I.jpg,TRUE,19.389688,-99.26513,MLM897430936,04/12/2021
"Departamento En Venta, Tlalpan, Ciudad De México",Distrito Federal,Tlalpan,Jardines En La Montaña,Pico de Verapaz,Departamento,Venta,not specified,15500000,60546.875,MXN,3,3,256,m²,https://departamento.mercadolibre.com.mx/MLM-758138853-departamento-en-venta-tlalpan-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/854510-MLM41107329235_032020-I.jpg,TRUE,19.300726,-99.19938,MLM758138853,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Campos Eliseos,Departamento,Venta,not specified,47875339,187013.043,MXN,2,2,256,m²,https://departamento.mercadolibre.com.mx/MLM-807681294-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/761339-MLM43229431220_082020-I.jpg,TRUE,19.428038,-99.19343,MLM807681294,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Campos Eliseos,Departamento,Venta,not specified,36243447,142690.7362,MXN,2,2,254,m²,https://departamento.mercadolibre.com.mx/MLM-848581714-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_706070-MLM44282339895_122020-I.jpg,TRUE,19.428038,-99.19343,MLM848581714,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,Secretaria de Marina,Departamento,Venta,not specified,11500000,45454.54545,MXN,2,3,253,m²,https://departamento.mercadolibre.com.mx/MLM-794650550-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/734738-MLM42699617822_072020-I.jpg,TRUE,19.389688,-99.26513,MLM794650550,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Lomas de Chapultepec V Sección,Monte Chimborazo,Departamento,Venta,not specified,13000000,51383.39921,MXN,3,3,253,m²,https://departamento.mercadolibre.com.mx/MLM-758092251-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/727343-MLM40814911438_022020-I.jpg,TRUE,19.424555,-99.22265,MLM758092251,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Del Valle Centro,Providencia,Departamento,Venta,not specified,10500000,41501.97628,MXN,3,3,253,m²,https://departamento.mercadolibre.com.mx/MLM-758138821-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_848185-MLM40815830786_022020-I.jpg,TRUE,19.38382,-99.17077,MLM758138821,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,Secretaria de Marina,Departamento,Venta,not specified,11700000,46245.05929,MXN,3,3,253,m²,https://departamento.mercadolibre.com.mx/MLM-794654463-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/808165-MLM42700117772_072020-I.jpg,TRUE,19.389688,-99.26513,MLM794654463,04/12/2021
"Casa En Condominio En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Nápoles,Dallas,Casa,Venta,not specified,13100000,51778.65613,MXN,3,3,253,m²,https://casa.mercadolibre.com.mx/MLM-897431078-casa-en-condominio-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_843567-MLM45346088730_032021-I.jpg,TRUE,19.39726,-99.175835,MLM897431078,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Lomas de Chapultepec I Sección,Sierra Gorda,Departamento,Venta,not specified,8250000,32738.09524,MXN,2,2,252,m²,https://departamento.mercadolibre.com.mx/MLM-814757853-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/948626-MLM43407857401_092020-I.jpg,TRUE,19.421469,-99.22529,MLM814757853,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,HERACLITO 331,Departamento,Venta,not specified,14000000,55555.55556,MXN,3,2,252,m²,https://departamento.mercadolibre.com.mx/MLM-886558190-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/604838-MLM45118907170_032021-I.jpg,TRUE,19.432375,-99.19043,MLM886558190,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Del Valle Centro,Providencia,Departamento,Venta,not specified,8100000,32270.91633,MXN,3,2,251,m²,https://departamento.mercadolibre.com.mx/MLM-758135131-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/797842-MLM40815869824_022020-I.jpg,TRUE,19.38382,-99.17077,MLM758135131,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Dickens,Departamento,Venta,not specified,22000000,88000,MXN,3,2,250,m²,https://departamento.mercadolibre.com.mx/MLM-758135448-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_987843-MLM40815957369_022020-I.jpg,TRUE,19.430346,-99.20253,MLM758135448,04/12/2021
"Casa En Venta, Tlalpan, Ciudad De México",Distrito Federal,Tlalpan,Toriello Guerra,Cuitláhuac,Casa,Venta,not specified,8500000,34000,MXN,5,4,250,m²,https://casa.mercadolibre.com.mx/MLM-874142316-casa-en-venta-tlalpan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_712345-MLM44858129592_022021-I.jpg,TRUE,19.295769,-99.16795,MLM874142316,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Temistocles,Departamento,Venta,not specified,18220000,72880,MXN,3,2,250,m²,https://departamento.mercadolibre.com.mx/MLM-758091737-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/874701-MLM40814467790_022020-I.jpg,TRUE,19.432571,-99.19183,MLM758091737,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,Bosque de Tabachines,Departamento,Venta,not specified,11500000,46000,MXN,3,3,250,m²,https://departamento.mercadolibre.com.mx/MLM-809883562-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/728451-MLM43296268866_082020-I.jpg,TRUE,19.387194,-99.255135,MLM809883562,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Suderman,Departamento,Venta,not specified,13000000,52000,MXN,3,3,250,m²,https://departamento.mercadolibre.com.mx/MLM-897422978-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_740985-MLM45346092422_032021-I.jpg,TRUE,19.433279,-99.184135,MLM897422978,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Polanco,Socrates,Departamento,Venta,not specified,14999000,59996,MXN,3,2,250,m²,https://departamento.mercadolibre.com.mx/MLM-758094084-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/927442-MLM40814605214_022020-I.jpg,TRUE,19.434452,-99.20408,MLM758094084,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Santa Fe Cuajimalpa,Av. Vasco de Quiroga,Departamento,Venta,not specified,10800000,43200,MXN,3,3,250,m²,https://departamento.mercadolibre.com.mx/MLM-792999850-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_877361-MLM42591368152_072020-I.jpg,TRUE,19.363163,-99.27304,MLM792999850,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Platón,Departamento,Venta,not specified,23914800,96430.64516,MXN,3,3,248,m²,https://departamento.mercadolibre.com.mx/MLM-807681331-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/688995-MLM43229993203_082020-I.jpg,TRUE,19.434313,-99.20332,MLM807681331,04/12/2021
